route_id,trip_id,service_id,trip_short_name,trip_headsign,route_short_name,direction_id,block_id,shape_id,fare_id
100272,12437968,62763,LOCAL,SEACREST MARINA,,1,4194723,10773038,100
100272,12437969,62763,LOCAL,SEACREST MARINA,,1,4194722,10773038,100
100272,12437970,62763,LOCAL,SEACREST MARINA,,1,4194723,10773038,100
100272,12437971,62763,LOCAL,SEACREST MARINA,,1,4194722,10773038,100
100272,12437972,62763,LOCAL,SEACREST MARINA,,1,4194723,10773042,100
100272,12437973,62763,LOCAL,SEACREST MARINA,,1,4194722,10773042,100
100272,12437974,62763,LOCAL,SEACREST MARINA,,1,4194723,10773042,100
100272,12437975,62763,LOCAL,SEACREST MARINA,,1,4194722,10773042,100
100272,12437976,62763,LOCAL,SEACREST MARINA,,1,4194723,10773042,100
100272,12437977,62763,LOCAL,SEACREST MARINA,,1,4194722,10773042,100
100272,12437978,62763,LOCAL,SEACREST MARINA,,1,4194723,10773042,100
100272,12437989,62763,LOCAL,ALASKA JUNCTION,,0,4194723,21773043,100
100272,12437990,62763,LOCAL,ALASKA JUNCTION,,0,4194722,21773043,100
100272,12437991,62763,LOCAL,ALASKA JUNCTION,,0,4194723,21773043,100
100272,12437992,62763,LOCAL,ALASKA JUNCTION,,0,4194722,21773043,100
100272,12437993,62763,LOCAL,ALASKA JUNCTION,,0,4194723,21773043,100
100272,12437994,62763,LOCAL,ALASKA JUNCTION,,0,4194722,21773043,100
100272,12437995,62763,LOCAL,ALASKA JUNCTION,,0,4194723,21773032,100
100272,12437996,62763,LOCAL,ALASKA JUNCTION,,0,4194722,21773032,100
100272,12437997,62763,LOCAL,ALASKA JUNCTION,,0,4194723,21773032,100
100481,12438010,62763,LOCAL,ALKI,,0,4194723,11775001,100
100481,12438011,62763,LOCAL,ALKI,,0,4194722,11775001,100
100481,12438012,62763,LOCAL,ALKI,,0,4194723,11775001,100
100481,12438013,62763,LOCAL,ALKI,,0,4194722,11775001,100
100481,12438014,62763,LOCAL,ALKI,,0,4194723,11775001,100
100481,12438015,62763,LOCAL,ALKI,,0,4194722,11775001,100
100481,12438016,62763,LOCAL,ALKI,,0,4194723,11775001,100
100481,12438017,62763,LOCAL,ALKI,,0,4194722,11775001,100
100481,12438018,62763,LOCAL,ALKI,,0,4194723,11775001,100
100481,12438019,62763,LOCAL,ALKI,,0,4194722,11775001,100
100481,12438032,62763,LOCAL,SEACREST MARINA,,1,4194723,20775002,100
100481,12438033,62763,LOCAL,SEACREST MARINA,,1,4194722,20775002,100
100481,12438034,62763,LOCAL,SEACREST MARINA,,1,4194723,20775002,100
100481,12438035,62763,LOCAL,SEACREST MARINA,,1,4194722,20775002,100
100481,12438036,62763,LOCAL,SEACREST MARINA,,1,4194723,20775002,100
100481,12438037,62763,LOCAL,SEACREST MARINA,,1,4194722,20775002,100
100481,12438038,62763,LOCAL,SEACREST MARINA,,1,4194723,20775002,100
100481,12438039,62763,LOCAL,SEACREST MARINA,,1,4194722,20775002,100
100481,12438040,62763,LOCAL,SEACREST MARINA,,1,4194723,20775002,100
100481,12438041,62763,LOCAL,SEACREST MARINA,,1,4194722,20775002,100
100272,18163982,62763,LOCAL,SEACREST MARINA,,1,4194722,10773038,100
100272,18163983,62763,LOCAL,SEACREST MARINA,,1,4194723,10773038,100
100272,18163984,62763,LOCAL,SEACREST MARINA,,1,4194722,10773038,100
100272,18163985,62763,LOCAL,SEACREST MARINA,,1,4194723,10773038,100
100272,18163986,62763,LOCAL,SEACREST MARINA,,1,4194722,10773038,100
100272,18163987,62763,LOCAL,SEACREST MARINA,,1,4194723,10773038,100
100272,18163988,62763,LOCAL,SEACREST MARINA,,1,4194722,10773038,100
100272,18163989,62763,LOCAL,SEACREST MARINA,,1,4194704,10773038,100
100272,18163990,62763,LOCAL,SEACREST MARINA,,1,4194703,10773038,100
100272,18163991,62763,LOCAL,SEACREST MARINA,,1,4194704,10773038,100
100272,18163992,62763,LOCAL,SEACREST MARINA,,1,4194704,10773038,100
100272,18163993,62763,LOCAL,SEACREST MARINA,,1,4194703,10773038,100
100272,18163994,62763,LOCAL,ALASKA JUNCTION,,0,4194703,21773032,100
100272,18163995,62763,LOCAL,ALASKA JUNCTION,,0,4194704,21773032,100
100272,18163996,62763,LOCAL,ALASKA JUNCTION,,0,4194703,21773032,100
100272,18163997,62763,LOCAL,ALASKA JUNCTION,,0,4194704,21773032,100
100272,18163998,62763,LOCAL,ALASKA JUNCTION,,0,4194703,21773032,100
100272,18163999,62763,LOCAL,ALASKA JUNCTION,,0,4194723,21773032,100
100272,18164000,62763,LOCAL,ALASKA JUNCTION,,0,4194722,21773032,100
100272,18164001,62763,LOCAL,ALASKA JUNCTION,,0,4194723,21773032,100
100272,18164002,62763,LOCAL,ALASKA JUNCTION,,0,4194722,21773032,100
100272,18164003,62763,LOCAL,ALASKA JUNCTION,,0,4194723,21773032,100
100481,18164005,62763,LOCAL,ALKI,,0,4194704,11775001,100
100481,18164006,62763,LOCAL,ALKI,,0,4194703,11775001,100
100481,18164007,62763,LOCAL,ALKI,,0,4194704,11775001,100
100481,18164008,62763,LOCAL,ALKI,,0,4194703,11775001,100
100481,18164009,62763,LOCAL,ALKI,,0,4194704,11775001,100
100481,18164010,62763,LOCAL,ALKI,,0,4194703,11775001,100
100481,18164011,62763,LOCAL,ALKI,,0,4194723,11775001,100
100481,18164012,62763,LOCAL,ALKI,,0,4194722,11775001,100
100481,18164013,62763,LOCAL,ALKI,,0,4194723,11775001,100
100481,18164014,62763,LOCAL,ALKI,,0,4194722,11775001,100
100481,18164015,62763,LOCAL,ALKI,,0,4194723,11775001,100
100481,18164016,62763,LOCAL,ALKI,,0,4194722,11775001,100
100481,18164017,62763,LOCAL,SEACREST MARINA,,1,4194703,20775002,100
100481,18164018,62763,LOCAL,SEACREST MARINA,,1,4194704,20775002,100
100481,18164019,62763,LOCAL,SEACREST MARINA,,1,4194703,20775002,100
100481,18164020,62763,LOCAL,SEACREST MARINA,,1,4194704,20775002,100
100481,18164021,62763,LOCAL,SEACREST MARINA,,1,4194703,20775002,100
100481,18164022,62763,LOCAL,SEACREST MARINA,,1,4194704,20775002,100
100481,18164023,62763,LOCAL,SEACREST MARINA,,1,4194723,20775002,100
100481,18164024,62763,LOCAL,SEACREST MARINA,,1,4194722,20775002,100
100481,18164025,62763,LOCAL,SEACREST MARINA,,1,4194723,20775002,100
100481,18164026,62763,LOCAL,SEACREST MARINA,,1,4194723,20775002,100
100481,18164027,62763,LOCAL,SEACREST MARINA,,1,4194722,20775002,100
100481,18164028,62763,LOCAL,SEACREST MARINA,,1,4194722,20775002,100
100481,18164127,62763,LOCAL,ALKI,,0,4194723,11775001,100
100481,18164128,62763,LOCAL,SEACREST MARINA,,1,4194723,20775002,100
100272,18164129,62763,LOCAL,SEACREST MARINA,,1,4194703,10773038,100
100272,18164130,62763,LOCAL,ALASKA JUNCTION,,0,4194704,21773043,100
100272,18164131,62763,LOCAL,ALASKA JUNCTION,,0,4194722,21773032,100
100290,18164150,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164151,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164152,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164153,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164154,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164155,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164156,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164157,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164158,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164159,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164160,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164161,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164162,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164163,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164164,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164165,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164166,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164167,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164168,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194748,21901005,900
100290,18164169,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164170,12204,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194747,21901005,900
100290,18164171,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100290,18164172,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100290,18164174,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100292,18164175,12204,LOCAL,TWIN LAKES,,0,4194748,21903018,900
100290,18164176,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100290,18164178,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100292,18164179,12204,LOCAL,TWIN LAKES,,0,4194747,21903018,900
100290,18164180,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100290,18164182,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100292,18164183,12204,LOCAL,TWIN LAKES,,0,4194748,21903018,900
100290,18164184,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100290,18164186,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100292,18164187,12204,LOCAL,TWIN LAKES,,0,4194747,21903018,900
100290,18164188,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100290,18164190,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100292,18164191,12204,LOCAL,TWIN LAKES,,0,4194748,21903018,900
100290,18164192,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100290,18164194,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100292,18164195,12204,LOCAL,TWIN LAKES,,0,4194747,21903018,900
100290,18164196,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100290,18164198,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100292,18164199,12204,LOCAL,TWIN LAKES,,0,4194748,21903018,900
100290,18164200,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100290,18164202,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100292,18164203,12204,LOCAL,TWIN LAKES,,0,4194747,21903018,900
100290,18164204,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100290,18164206,12204,LOCAL,MIRROR LAKE,,1,4194748,10901006,900
100292,18164207,12204,LOCAL,TWIN LAKES,,0,4194747,21903018,900
100290,18164208,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100290,18164210,12204,LOCAL,MIRROR LAKE,,1,4194747,10901006,900
100297,18164211,12204,LOCAL,KENT,,1,4194739,30914005,900
100297,18164212,12204,LOCAL,KENT,,1,4194740,30914005,900
100297,18164213,12204,LOCAL,KENT,,1,4194738,30914005,900
100297,18164214,12204,LOCAL,KENT,,1,4194739,30914005,900
100297,18164215,12204,LOCAL,KENT,,1,4194740,30914005,900
100297,18164216,12204,LOCAL,KENT,,1,4194738,30914005,900
100297,18164217,12204,LOCAL,KENT,,1,4194739,30914005,900
100297,18164218,12204,LOCAL,LAKE MERIDIAN P&R,,0,4194739,41914015,900
100299,18164219,12204,LOCAL,116TH AVE & SE 240TH ST,,0,4194738,41916012,900
100297,18164220,12204,LOCAL,LAKE MERIDIAN P&R,,0,4194740,41914015,900
100299,18164221,12204,LOCAL,116TH AVE & SE 240TH ST,,0,4194739,41916012,900
100297,18164222,12204,LOCAL,LAKE MERIDIAN P&R,,0,4194738,41914015,900
100299,18164223,12204,LOCAL,116TH AVE & SE 240TH ST,,0,4194740,41916012,900
100297,18164224,12204,LOCAL,LAKE MERIDIAN P&R,,0,4194739,41914015,900
100299,18164225,12204,LOCAL,116TH AVE & SE 240TH ST,,0,4194738,41916012,900
100297,18164226,12204,LOCAL,LAKE MERIDIAN P&R,,0,4194740,41914015,900
100299,18164227,12204,LOCAL,116TH AVE & SE 240TH ST,,0,4194739,41916012,900
100297,18164228,12204,LOCAL,LAKE MERIDIAN P&R,,0,4194738,41914015,900
100299,18164229,12204,LOCAL,116TH AVE & SE 240TH ST,,0,4194740,41916012,900
100297,18164230,12204,LOCAL,LAKE MERIDIAN P&R,,0,4194739,41914015,900
100299,18164231,12204,LOCAL,116TH AVE & SE 240TH ST,,0,4194738,41916012,900
100297,18164232,12204,LOCAL,LAKE MERIDIAN P&R,,0,4194740,41914016,900
100299,18164233,12204,LOCAL,116TH AVE & SE 240TH ST,,0,4194739,41916013,900
100299,18164234,12204,LOCAL,KENT,,1,4194738,30916002,900
100299,18164235,12204,LOCAL,KENT,,1,4194739,30916002,900
100299,18164236,12204,LOCAL,KENT,,1,4194740,30916002,900
100299,18164237,12204,LOCAL,KENT,,1,4194738,30916002,900
100299,18164238,12204,LOCAL,KENT,,1,4194739,30916002,900
100299,18164239,12204,LOCAL,KENT,,1,4194740,30916002,900
100299,18164240,12204,LOCAL,KENT,,1,4194738,30916002,900
100300,18164241,12204,LOCAL,WHITE RIVER JUNCTION,,0,4194741,21917020,900
100300,18164242,12204,LOCAL,WHITE RIVER JUNCTION,,0,4194741,21917020,900
100300,18164243,12204,LOCAL,WHITE RIVER JUNCTION,,0,4194741,21917020,900
100300,18164244,12204,LOCAL,WHITE RIVER JUNCTION,,0,4194741,21917020,900
100300,18164245,12204,LOCAL,WHITE RIVER JUNCTION,,0,4194741,21917020,900
100300,18164246,12204,LOCAL,WHITE RIVER JUNCTION,,0,4194741,21917020,900
100300,18164247,12204,LOCAL,WHITE RIVER JUNCTION,,0,4194741,21917020,900
100300,18164248,12204,LOCAL,WHITE RIVER JUNCTION,,0,4194741,21917020,900
100300,18164249,12204,LOCAL,WHITE RIVER JUNCTION,,0,4194741,21917020,900
100300,18164250,12204,LOCAL,AUBURN STATION,,1,4194741,10917019,900
100300,18164251,12204,LOCAL,AUBURN STATION,,1,4194741,10917019,900
100300,18164252,12204,LOCAL,AUBURN STATION,,1,4194741,10917019,900
100300,18164253,12204,LOCAL,AUBURN STATION,,1,4194741,10917019,900
100300,18164254,12204,LOCAL,AUBURN STATION,,1,4194741,10917019,900
100300,18164255,12204,LOCAL,AUBURN STATION,,1,4194741,10917019,900
100300,18164256,12204,LOCAL,AUBURN STATION,,1,4194741,10917019,900
100300,18164257,12204,LOCAL,AUBURN STATION,,1,4194741,10917019,900
100300,18164258,12204,LOCAL,AUBURN STATION,,1,4194741,10917019,900
100292,18164260,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194747,10903017,900
100292,18164262,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194748,10903017,900
100292,18164264,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194747,10903017,900
100292,18164266,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194748,10903017,900
100292,18164268,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194747,10903017,900
100292,18164270,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194748,10903017,900
100292,18164272,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194747,10903017,900
100292,18164274,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194748,10903017,900
100292,18164276,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194747,10903017,900
100292,18164278,12204,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194747,10903017,900
100293,18164298,12204,LOCAL,RENTON HIGHLANDS,,0,4194743,11908016,900
100293,18164299,12204,LOCAL,RENTON HIGHLANDS,,0,4194743,11908016,900
100293,18164300,12204,LOCAL,RENTON HIGHLANDS,,0,4194743,11908016,900
100293,18164301,12204,LOCAL,RENTON HIGHLANDS,,0,4194743,11908016,900
100293,18164302,12204,LOCAL,RENTON HIGHLANDS,,0,4194743,11908016,900
100293,18164303,12204,LOCAL,RENTON HIGHLANDS,,0,4194743,11908016,900
100293,18164304,12204,LOCAL,RENTON HIGHLANDS,,0,4194743,11908016,900
100293,18164305,12204,LOCAL,RENTON HIGHLANDS,,0,4194743,11908016,900
100293,18164306,12204,LOCAL,RENTON HIGHLANDS,,0,4194743,11908016,900
100293,18164308,12204,LOCAL,RENTON TRANSIT CENTER,,1,4194743,20908015,900
100293,18164309,12204,LOCAL,RENTON TRANSIT CENTER,,1,4194743,20908015,900
100293,18164310,12204,LOCAL,RENTON TRANSIT CENTER,,1,4194743,20908015,900
100293,18164311,12204,LOCAL,RENTON TRANSIT CENTER,,1,4194743,20908015,900
100293,18164312,12204,LOCAL,RENTON TRANSIT CENTER,,1,4194743,20908015,900
100293,18164313,12204,LOCAL,RENTON TRANSIT CENTER,,1,4194743,20908015,900
100293,18164314,12204,LOCAL,RENTON TRANSIT CENTER,,1,4194743,20908015,900
100293,18164315,12204,LOCAL,RENTON TRANSIT CENTER,,1,4194743,20908015,900
100293,18164316,12204,LOCAL,RENTON TRANSIT CENTER,,1,4194743,20908015,900
102512,18164452,12204,LOCAL,SUPERMALL,,1,4194742,20910002,900
102512,18164453,12204,LOCAL,SUPERMALL,,1,4194742,20910002,900
102512,18164454,12204,LOCAL,SUPERMALL,,1,4194742,20910002,900
102512,18164455,12204,LOCAL,SUPERMALL,,1,4194742,20910002,900
102512,18164456,12204,LOCAL,SUPERMALL,,1,4194742,20910002,900
102512,18164457,12204,LOCAL,SUPERMALL,,1,4194742,20910002,900
102512,18164458,12204,LOCAL,SUPERMALL,,1,4194742,20910002,900
102512,18164459,12204,LOCAL,SUPERMALL,,1,4194742,20910002,900
102512,18164460,12204,LOCAL,SUPERMALL,,1,4194742,20910002,900
102512,18164461,12204,LOCAL,NORTH AUBURN,,0,4194742,11910001,900
102512,18164462,12204,LOCAL,NORTH AUBURN,,0,4194742,11910001,900
102512,18164463,12204,LOCAL,NORTH AUBURN,,0,4194742,11910001,900
102512,18164464,12204,LOCAL,NORTH AUBURN,,0,4194742,11910001,900
102512,18164465,12204,LOCAL,NORTH AUBURN,,0,4194742,11910001,900
102512,18164466,12204,LOCAL,NORTH AUBURN,,0,4194742,11910001,900
102512,18164467,12204,LOCAL,NORTH AUBURN,,0,4194742,11910001,900
102512,18164468,12204,LOCAL,NORTH AUBURN,,0,4194742,11910001,900
102512,18164469,12204,LOCAL,NORTH AUBURN,,0,4194742,11910001,900
100290,18164478,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194734,21901005,900
100290,18164479,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194733,21901005,900
100290,18164480,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194733,21901005,900
100290,18164481,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194734,21901005,900
100290,18164482,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194734,21901005,900
100290,18164483,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194733,21901005,900
100290,18164484,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194733,21901005,900
100290,18164485,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194734,21901005,900
100290,18164486,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194734,21901005,900
100290,18164487,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194733,21901005,900
100290,18164488,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194733,21901005,900
100290,18164489,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194734,21901005,900
100290,18164490,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194734,21901005,900
100290,18164491,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194733,21901005,900
100290,18164492,16434,LOCAL,FEDERAL WAY TRANSIT CENTER VIA DASH POINT,,0,4194733,21901005,900
100290,18164494,16434,LOCAL,MIRROR LAKE,,1,4194734,10901006,900
100290,18164496,16434,LOCAL,MIRROR LAKE,,1,4194733,10901006,900
100292,18164497,16434,LOCAL,TWIN LAKES,,0,4194734,21903018,900
100290,18164498,16434,LOCAL,MIRROR LAKE,,1,4194733,10901006,900
100290,18164500,16434,LOCAL,MIRROR LAKE,,1,4194734,10901006,900
100292,18164501,16434,LOCAL,TWIN LAKES,,0,4194733,21903018,900
100290,18164502,16434,LOCAL,MIRROR LAKE,,1,4194734,10901006,900
100292,18164504,16434,LOCAL,TWIN LAKES,,0,4194734,21903018,900
100290,18164505,16434,LOCAL,MIRROR LAKE,,1,4194733,10901006,900
100290,18164506,16434,LOCAL,MIRROR LAKE,,1,4194733,10901006,900
100290,18164507,16434,LOCAL,MIRROR LAKE,,1,4194734,10901006,900
100292,18164508,16434,LOCAL,TWIN LAKES,,0,4194733,21903018,900
100290,18164509,16434,LOCAL,MIRROR LAKE,,1,4194734,10901006,900
100290,18164511,16434,LOCAL,MIRROR LAKE,,1,4194733,10901006,900
100292,18164512,16434,LOCAL,TWIN LAKES,,0,4194734,21903018,900
100290,18164513,16434,LOCAL,MIRROR LAKE,,1,4194733,10901006,900
100290,18164515,16434,LOCAL,MIRROR LAKE,,1,4194734,10901006,900
100292,18164516,16434,LOCAL,TWIN LAKES,,0,4194733,21903018,900
100290,18164517,16434,LOCAL,MIRROR LAKE,,1,4194734,10901006,900
100290,18164519,16434,LOCAL,MIRROR LAKE,,1,4194733,10901006,900
100292,18164520,16434,LOCAL,TWIN LAKES,,0,4194734,21903018,900
100290,18164521,16434,LOCAL,MIRROR LAKE,,1,4194734,10901006,900
100292,18164524,16434,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194733,10903017,900
100292,18164526,16434,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194734,10903017,900
100292,18164528,16434,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194733,10903017,900
100292,18164530,16434,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194734,10903017,900
100292,18164532,16434,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194733,10903017,900
100292,18164534,16434,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194734,10903017,900
100292,18164536,16434,LOCAL,FEDERAL WAY TRANSIT CENTER,,1,4194733,10903017,900
100481,18164574,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164575,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164576,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164577,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164578,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164579,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164580,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164581,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164582,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164583,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164584,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164585,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164586,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164587,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164588,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164589,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164590,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164591,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164592,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164593,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164594,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164595,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164596,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164597,16434,LOCAL,SEACREST MARINA,,1,4194737,20775002,100
100481,18164598,16434,LOCAL,SEACREST MARINA,,1,4194735,20775002,100
100481,18164599,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164600,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164601,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164602,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164603,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164604,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164605,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164606,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164607,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164608,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164609,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164610,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164611,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164612,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164613,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164614,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164615,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164616,16434,LOCAL,ALKI,,0,4194737,11775001,100
100481,18164617,16434,LOCAL,ALKI,,0,4194735,11775001,100
100481,18164618,16434,LOCAL,ALKI,,0,4194737,11775001,100
100272,18164619,16434,LOCAL,ALASKA JUNCTION,,0,4194735,21773032,100
100272,18164620,16434,LOCAL,SEACREST MARINA,,1,4194735,10773038,100
100272,18164621,16434,LOCAL,SEACREST MARINA,,1,4194737,10773038,100
100272,18164622,16434,LOCAL,SEACREST MARINA,,1,4194735,10773038,100
100272,18164623,16434,LOCAL,SEACREST MARINA,,1,4194737,10773038,100
100272,18164624,16434,LOCAL,SEACREST MARINA,,1,4194735,10773038,100
100272,18164625,16434,LOCAL,SEACREST MARINA,,1,4194737,10773038,100
100272,18164626,16434,LOCAL,SEACREST MARINA,,1,4194735,10773038,100
100272,18164627,16434,LOCAL,SEACREST MARINA,,1,4194737,10773038,100
100272,18164628,16434,LOCAL,SEACREST MARINA,,1,4194735,10773038,100
100272,18164629,16434,LOCAL,SEACREST MARINA,,1,4194737,10773038,100
100272,18164630,16434,LOCAL,SEACREST MARINA,,1,4194735,10773038,100
100272,18164631,16434,LOCAL,SEACREST MARINA,,1,4194737,10773038,100
