stop_id,stop_name,stop_lat,stop_lon,stop_code
266,19TH and 101ST,47.905743,-122.207153,6377
267,19TH AVE SE & 102ND ST SE - SB,47.904549,-122.207115,6140
268,19TH AVE SE & 106TH PL SE - SB,47.900162,-122.207016,6145
269,19TH and 110TH,47.898426,-122.206932,6150
27,W CASINO RD & 5TH AVE W - EB,47.921753,-122.241058,5087
270,19TH and 113TH,47.895611,-122.204926,6402
271,19TH and 116TH,47.892578,-122.204277,6247
272,121ST and 19TH,47.887730,-122.207458,6430
273,121ST ST SE & SILVER LAKE DR  - WB,47.887783,-122.210930,6355
274,121ST ST SE at SILVER LAKE RD - WB,47.888222,-122.213509,6350
275,SILVER LAKE and 116TH,47.892262,-122.216072,6200
276,SILVER LAKE ROAD & SILVER LAKE BEACH - NB,47.894566,-122.214729,6343
277,South Everett Freeway Station - Bay 1,47.899570,-122.214195,6331
278,112TH ST SE & I5 - WB,47.896580,-122.216919,6163
279,112TH ST SE & 10TH AVE SE - WB,47.896530,-122.218880,6165
28,W CASINO RD & UPPER RIDGE RD - EB,47.921810,-122.238983,5090
280,7TH and 112TH,47.897129,-122.222969,6170
281,7TH and 109TH,47.899601,-122.223007,6175
282,7TH AVE SE & 105TH ST SE - NB,47.901783,-122.223053,6180
283,7TH AVE SE & BRUSKRUD RD - NB,47.905914,-122.223167,6185
284,100TH and 100TH,47.907482,-122.218002,6310
285,100TH and 7TH,47.907463,-122.222733,6305
286,7TH and 103RD,47.904438,-122.223305,6315
287,7TH and 105TH,47.902546,-122.223251,6320
288,7TH and 110TH,47.898098,-122.223152,6325
289,112TH ST SE & 9TH AVE SE - EB,47.896400,-122.219223,6330
29,CASINO and 2ND,47.921776,-122.236473,5100
290,South Everett Freeway Station - Bay 4,47.899593,-122.214027,6332
291,112TH ST SE & SILVER LAKE ROAD - EB,47.896599,-122.212936,6335
292,112TH ST SE & 16TH AVE SE - EB,47.896893,-122.209831,6337
293,19TH AVE SE & 110TH ST SE - NB,47.898727,-122.206718,6365
294,19TH and 105TH,47.903145,-122.206863,6370
295,19TH AVE SE & 102ND ST SE - NB,47.904766,-122.206894,6375
296,19TH AVE SE & 100TH ST SE - NB,47.907581,-122.206917,6380
297,19TH AVE SE & 96TH PL SE - NB,47.910931,-122.206978,6388
298,19TH AVE SE & BURLEY DRIVE - NB,47.912975,-122.206932,6390
299,BROADWAY & BEVERLY BLVD - NB,47.922585,-122.206726,4249
3,EVERETT MALL and 10TH,47.910355,-122.220833,6095
30,E CASINO RD & EVERGREEN WAY - EB,47.921848,-122.230515,5115
300,BROADWAY & 79TH ST SE - NB,47.927502,-122.204170,4231
301,BROADWAY & 75TH ST SE - NB,47.930458,-122.202538,4162
302,BROADWAY & 73RD ST SE - NB,47.932434,-122.201485,4164
303,BROADWAY & ADAMS AVE - NB,47.934517,-122.200340,4168
304,BROADWAY & HOWARD AVE - NB,47.937775,-122.199249,4185
305,BROADWAY & 62ND ST SE - NB,47.941437,-122.199532,4195
306,BROADWAY & 60TH ST SE - NB,47.943699,-122.199669,4205
307,BROADWAY & 56TH ST SE - SB,47.945938,-122.199821,4215
308,BROADWAY & 52ND ST SE - NB,47.949055,-122.200012,4223
309,LOWELL ROAD & S 3RD AVE - EB,47.947681,-122.196083,4065
31,CASINO and EVERGREEN,47.921860,-122.226685,5132
310,S 2ND AVE & ZILLAH ST - NB,47.948273,-122.194435,4060
311,S 2ND AVE & EUGENE ST - NB,47.951656,-122.194839,4040
312,S 2ND AVE & 49TH ST - NB,47.953613,-122.195244,4035
313,S 3RD AVE & 46TH ST - NB,47.956970,-122.196854,4025
314,S 3RD AVE & 44TH ST - NB,47.959919,-122.197212,4015
315,S 3RD AVE & 42ND ST - NB,47.962910,-122.197403,4005
316,SMITH AVE & 36TH ST - NB,47.970924,-122.196899,2343
317,EVERETT STATION - E1,47.974640,-122.197952,2445
318,EVERETT AVE & CEDAR - EB,47.981735,-122.192856,2280
319,WALNUT ST & 26TH ST - NB,47.983223,-122.189430,2235
32,7TH and 84TH,47.921455,-122.223000,6000
320,WALNUT ST & 24TH ST - NB,47.985867,-122.189377,2225
321,WALNUT ST & 22ND ST - NB,47.988228,-122.189308,2160
322,WALNUT ST & 19TH ST - NB,47.992592,-122.189209,2145
323,WALNUT ST & 17TH ST - NB,47.995056,-122.189148,2125
324,15TH ST & WALNUT ST - WB,47.997555,-122.189758,2110
325,15TH and BAKER,47.997662,-122.194756,2095
326,POPLAR ST & 14TH ST - NB,47.998341,-122.194862,2090
327,POPLAR ST & 12TH ST - NB,48.001625,-122.194519,2060
328,11TH and POPLAR,48.003281,-122.196022,2035
329,11th St & RAINIER AVE - WB,48.003281,-122.198112,2040
33,7TH and 87TH,47.918819,-122.222954,6035
330,RAINIER AVE & 12TH ST - SB,48.001686,-122.198563,2055
331,SILVER LAKE and SILVER LAKE BEACH,47.894531,-122.214882,6340
332,SILVER LAKE and 116TH,47.892216,-122.216179,6345
333,SILVER LAKE ROAD & 119TH PL SE - SB,47.889725,-122.215996,6205
334,SILVER LAKE ROAD & 13TH DR SE - EB,47.888103,-122.213402,6210
335,121ST ST SE & 17TH AVE SE - EB,47.887596,-122.209610,6215
336,121ST ST SE & 19TH AVE SE - EB,47.887646,-122.207428,6220
337,19TH AVE SE & 121ST ST SE - NB,47.888027,-122.206520,6425
338,19TH AVE SE & LAKE HEIGHTS DRIVE - NB,47.891258,-122.205536,6420
339,19TH AVE SE & 116TH ST SE - NB,47.893108,-122.203171,6410
34,7TH and 90TH,47.916317,-122.223541,6045
340,19TH and 113TH,47.895763,-122.204758,6405
341,112TH ST SE & 19TH AVE SE - WB,47.897110,-122.209023,6155
342,112TH and 16TH,47.896873,-122.211273,6160
343,DOGWOOD DR & W MUKILTEO BLVD - SB,47.956387,-122.231667,3080
344,DOGWOOD DR & 48TH ST SW - SB,47.954655,-122.231361,3340
345,DOGWOOD and ALDER,47.952290,-122.230972,3345
346,BEVERLY LANE & SUNSET LANE - SB,47.947979,-122.228973,3365
347,BEVERLY LANE & HIGHLAND RD - SB,47.945103,-122.228661,3375
348,BEVERLY and PECKS,47.941090,-122.228622,3500
349,BEVERLY and BEECH,47.938454,-122.228508,3545
35,7TH and 92ND,47.914772,-122.223488,6060
350,BEVERLY and MADISON,47.936962,-122.228485,3550
351,BEVERLY and SOUTH CABOT,47.934513,-122.228447,3565
352,BEVERLY LANE & 72ND ST SE - SB,47.932751,-122.228439,3567
353,BEVERLY LANE & 75TH ST SE - SB,47.929867,-122.228409,3580
354,BEVERLY and 77TH,47.927353,-122.228378,3585
355,79TH PL SE & BEVERLY LN - EB,47.925934,-122.227020,3595
356,EVERGREEN WAY at 79TH PL SE - SB,47.925571,-122.224854,1367
357,E CASINO RD & EVERGREEN WAY - WB,47.922012,-122.228851,5120
358,CASINO and MERIDIAN,47.922009,-122.233253,5110
359,W CASINO RD & 2ND AVE W - WB,47.921951,-122.236099,5105
36,7TH and 94TH,47.912720,-122.223442,6070
360,CASINO and UPPER RIDGE,47.921967,-122.237831,5095
361,W CASINO RD & 5TH AVE W - WB,47.921921,-122.241608,5085
362,CASINO and 8TH,47.921906,-122.243462,5080
363,CASINO and 10TH,47.921867,-122.246834,5070
364,CASINO and HALL PARK,47.921867,-122.250206,5060
365,CASINO and SOMERSET,47.921883,-122.253006,5050
366,W CASINO RD & 18TH AVE W - WB,47.921936,-122.258553,5035
367,CASINO and 84TH,47.921093,-122.262970,5025
368,W CASINO RD & 23RD AVE W - WB,47.920109,-122.265091,5015
369,W CASINO RD & AIRPORT RD - WB,47.920166,-122.270279,5000
37,7TH and EVERETT MALL,47.910603,-122.223427,6075
370,79TH and EVERGREEN,47.926029,-122.226898,3600
371,BEVERLY LANE & 78TH ST SE - NB,47.927101,-122.228256,3590
372,BEVERLY LANE & 75TH ST SE - NB,47.930351,-122.228271,3575
373,BEVERLY LANE & 72ND ST SE - NB,47.932510,-122.228294,3570
374,BEVERLY LN & MADISON - NB,47.935951,-122.228325,3555
375,BEVERLY LANE & TAMARACK DR - NB,47.938156,-122.228371,3548
376,BEVERLY LANE & PECKS - NB,47.941196,-122.228500,3505
377,BEVERLY LANE & 58TH ST SE - NB,47.945568,-122.228546,3370
378,BEVERLY LANE & SUNSET LANE - NB,47.948006,-122.228844,3360
379,DOGWOOD DR & 50TH ST SW - NB,47.952065,-122.230858,3350
38,SE EVERETT MALL WAY & 7TH AVE SE - EB,47.909824,-122.221939,6090
380,DOGWOOD DR & 48TH ST SW - NB,47.954670,-122.231224,3335
381,AIRPORT RD & KASCH PARK RD - SB,47.917839,-122.271828,2913
382,AIRPORT RD at 94TH ST SW - SB,47.913704,-122.271858,2668
383,94TH ST SW at AIRPORT RD - WB,47.913391,-122.272820,1741
384,BOEING GATE E-67,47.914253,-122.276619,1748
385,BOEING GATE E-68,47.916653,-122.276100,2977
386,BOEING GATE E-84,47.932602,-122.277664,2328
387,BOEING GATE E-88,47.931343,-122.266037,2330
388,PERIMETER RD & SEAWAY BLVD - EB,47.932545,-122.261063,2905
389,PACIFIC AVE & CEDAR ST - EB,47.976696,-122.193466,2335
39,SE EVERETT MALL WAY & 11TH AVE SE - EB,47.910736,-122.218552,6100
390,MAPLE ST & HEWITT AVE - NB,47.979362,-122.190887,2310
391,EVERETT AVE & WALNUT ST - EB,47.981693,-122.190094,2290
392,EVERETT AVE & HIGHLAND AVE - EB,47.981644,-122.185616,2295
393,HARRISON AVE & 26TH ST - NB,47.982048,-122.182434,2215
394,HARRISON and 24TH,47.985710,-122.182358,2205
395,23RD and SUMMIT,47.986992,-122.184113,2190
396,23RD and STATE,47.987022,-122.186394,2185
397,WALNUT ST & 15TH ST - NB,47.997738,-122.189072,2120
398,E MARINE VIEW DRIVE & 13TH ST - NB,48.000057,-122.189034,2075
399,E MARINE VIEW DRIVE & 10TH ST - NB,48.004032,-122.188934,2025
4,SE EVERETT MALL WAY & 7TH AVE SE - WB,47.909477,-122.224091,6080
40,100TH ST & WEST MALL DR - EB - DROP OFF ONLY,47.907787,-122.216728,6397
400,E MARINE VIEW DRIVE & BUTLER ST - NB,48.007408,-122.188812,2005
401,E MARINE VIEW DRIVE & BELMONTE LN - NB,48.009525,-122.189209,2001
402,COLLEGE STATION- BAY D,48.005325,-122.200485,1054
403,MARINE VIEW and SKYLINE,48.014137,-122.193657,1011
404,ALVERSON BLVD & 2ND ST - SB,48.015560,-122.204987,1076
405,WETMORE AVE & ALVERSON BLVD  - SB,48.011650,-122.206467,1082
406,WETMORE and 6TH,48.009262,-122.206535,1084
407,WETMORE and 8TH,48.006676,-122.206612,1092
408,COLBY and 10TH,48.004070,-122.208115,1113
409,COLBY and 13TH,48.000465,-122.208229,1145
41,BOEING GATE E-72,47.925564,-122.280731,2327
410,COLBY and 15TH,47.997917,-122.208290,1150
411,COLBY and 17TH,47.994862,-122.208397,1165
412,COLBY and 19TH,47.992237,-122.208435,1205
413,COLBY AVE & 21ST ST - SB,47.989655,-122.208496,1215
414,COLBY and 23RD,47.986946,-122.208565,1245
415,COLBY and 25TH,47.984959,-122.208603,1255
416,COLBY AVE & 26TH ST - SB,47.982616,-122.208611,1275
417,PACIFIC and HOYT,47.976604,-122.209503,1415
418,PACIFIC AVE & RUCKER AVE - WB,47.976566,-122.212143,1411
419,PACIFIC AVE & NASSAU ST - WB,47.976490,-122.216141,1390
42,3RD AVE SE & SE EVERETT MALL WAY - SB,47.907265,-122.228302,6268
420,WALL ST & GRAND AVE - EB,47.977741,-122.213089,1378
421,WALL ST & COLBY AVE - EB,47.977848,-122.209190,1388
422,BROADWAY at WALL ST - SB,47.977619,-122.201675,2886
423,33RD and MCDOUGALL,47.973988,-122.200195,2324
424,EVERETT STATION- I1,47.973289,-122.197113,2450
425,EVERETT STATION - I2,47.972824,-122.196930,2451
426,HEWITT AVE & WETMORE - WB,47.979370,-122.207748,1375
427,HEWITT and HOYT,47.979393,-122.209755,1380
428,HEWITT AVE & GRAND AVE - WB,47.979416,-122.213257,1358
429,W MARINE VIEW DR & CALIFORNIA ST - NB,47.981014,-122.214203,1268
43,3RD and 102ND,47.904507,-122.228233,6272
430,MARINE VIEW and 26TH,47.983116,-122.214149,1260
431,W MARINE VIEW DR & 18TH ST - NB,47.993382,-122.213692,1225
432,13TH atW MARINE VIEW DR,48.000328,-122.214844,1120
433,W MARINE VIEW DR & 14TH ST - SB,47.999268,-122.214005,1123
434,W MARINE VIEW DR & 16TH ST - SB,47.996693,-122.213898,1125
435,W MARINE VIEW DR & 19TH ST - SB,47.991840,-122.213989,1230
436,MARINE VIEW and 26TH,47.983421,-122.214363,1265
437,MARINE VIEW and CALIFORNIA,47.980518,-122.214447,1263
438,HEWITT AVE & GRAND AVE - EB,47.979282,-122.212646,1357
439,HEWITT AVE & HOYT AVE - EB,47.979237,-122.210258,1385
44,3RD and 109TH,47.898369,-122.228111,6278
440,HEWITT AVE & WETMORE - EB,47.979179,-122.206642,1365
441,EVERGREEN WAY & 100TH ST SW - NB,47.906986,-122.241806,6270
442,EVERGREEN WAY & 4TH AVE W - NB,47.909409,-122.239571,6277
443,EVERGREEN WAY & W MARILYN AVE - NB,47.911091,-122.237991,5180
444,EVERGREEN WAY & W INTERCITY AVE - NB,47.912395,-122.236771,5170
445,EVERGREEN and 92ND,47.914165,-122.235107,5155
