route_id,trip_id,service_id,trip_headsign,direction_id,block_id
863,32066A727B1138,727A1138,Hospital,0,
863,32067A727B1138,727A1138,Hospital,0,
863,32068A727B1138,727A1138,Hospital,0,
863,32069A727B1138,727A1138,Hospital,0,
863,32070A727B1138,727A1138,Hospital,0,
863,32071A727B1138,727A1138,Hospital,0,
863,32072A727B1138,727A1138,Hospital,0,
863,32073A727B1138,727A1138,Hospital,0,
863,32074A727B1138,727A1138,Hospital,0,
863,32075A727B1138,727A1138,Hospital,0,
863,32076A727B1138,727A1138,Hospital,0,
863,32077A727B1138,727A1138,Hospital,0,
863,32078A727B1138,727A1138,Hospital,0,
863,32079A727B1138,727A1138,Hospital,0,
863,32080A727B1138,727A1138,Hospital,0,
863,32081A727B1138,727A1138,Hospital,0,
863,32082A727B1138,727A1138,Hospital,0,
863,32083A727B1138,727A1138,Hospital,0,
863,32084A727B1138,727A1138,Hospital,0,
863,32085A727B1138,727A1138,Hospital,0,
863,32086A727B1138,727A1138,Hospital,0,
863,32087A727B1138,727A1138,Hospital,0,
863,32088A727B1138,727A1138,Hospital,0,
863,32089A727B1138,727A1138,Hospital,0,
863,32090A727B1138,727A1138,Hospital,0,
863,32091A727B1138,727A1138,Hospital,0,
863,32092A727B1138,727A1138,Hospital,0,
863,32093A727B1138,727A1138,Hospital,0,
863,32094A727B1138,727A1138,Hospital,0,
863,32095A727B1138,727A1138,Hospital,0,
863,32096A727B1138,727A1138,Hospital,0,
863,33000A727B1138,727A1138,Church/Archives,1,
863,33001A727B1138,727A1138,Church/Archives,1,
863,33002A727B1138,727A1138,Church/Archives,1,
863,33003A727B1138,727A1138,Church/Archives,1,
863,33004A727B1138,727A1138,Church/Archives,1,
863,33005A727B1138,727A1138,Church/Archives,1,
863,33006A727B1138,727A1138,Church/Archives,1,
863,33007A727B1138,727A1138,Church/Archives,1,
863,33008A727B1138,727A1138,Church/Archives,1,
863,33009A727B1138,727A1138,Church/Archives,1,
863,33010A727B1138,727A1138,Church/Archives,1,
863,33011A727B1138,727A1138,Church/Archives,1,
863,33012A727B1138,727A1138,Church/Archives,1,
863,33013A727B1138,727A1138,Church/Archives,1,
863,33014A727B1138,727A1138,Church/Archives,1,
863,33015A727B1138,727A1138,Church/Archives,1,
863,33016A727B1138,727A1138,Church/Archives,1,
863,33017A727B1138,727A1138,Church/Archives,1,
863,33018A727B1138,727A1138,Church/Archives,1,
863,33019A727B1138,727A1138,Church/Archives,1,
863,33020A727B1138,727A1138,Church/Archives,1,
863,33021A727B1138,727A1138,Church/Archives,1,
863,33022A727B1138,727A1138,Church/Archives,1,
863,33023A727B1138,727A1138,Church/Archives,1,
863,33024A727B1138,727A1138,Church/Archives,1,
863,33025A727B1138,727A1138,Church/Archives,1,
863,33026A727B1138,727A1138,Church/Archives,1,
863,33027A727B1138,727A1138,Church/Archives,1,
863,33028A727B1138,727A1138,Church/Archives,1,
863,33029A727B1138,727A1138,Church/Archives,1,
863,33030A727B1138,727A1138,Church/Archives,1,
863,33031A727B1138,727A1138,Church/Archives,1,
863,33032A727B1138,727A1138,Church/Archives,1,
863,33033A727B1138,727A1138,Church/Archives,1,
863,33034A727B1138,727A1138,Church/Archives,1,
863,33035A727B1138,727A1138,Church/Archives,1,
863,33036A727B1138,727A1138,Church/Archives,1,
863,33037A727B1138,727A1138,Church/Archives,1,
863,33038A727B1138,727A1138,Church/Archives,1,
863,33039A727B1138,727A1138,Church/Archives,1,
863,33040A727B1138,727A1138,Church/Archives,1,
863,33041A727B1138,727A1138,Church/Archives,1,
863,33042A727B1138,727A1138,Church/Archives,1,
863,33043A727B1138,727A1138,Church/Archives,1,
863,33044A727B1138,727A1138,Church/Archives,1,
863,33045A727B1138,727A1138,Church/Archives,1,
863,33046A727B1138,727A1138,Church/Archives,1,
863,33047A727B1138,727A1138,Church/Archives,1,
863,33048A727B1138,727A1138,Church/Archives,1,
863,33049A727B1138,727A1138,Church/Archives,1,
863,33050A727B1138,727A1138,Church/Archives,1,
863,33051A727B1138,727A1138,Church/Archives,1,
863,33052A727B1138,727A1138,Church/Archives,1,
863,33053A727B1138,727A1138,Church/Archives,1,
863,33054A727B1138,727A1138,Church/Archives,1,
863,33055A727B1138,727A1138,Church/Archives,1,
863,33056A727B1138,727A1138,Church/Archives,1,
863,33057A727B1138,727A1138,Church/Archives,1,
863,33058A727B1138,727A1138,Church/Archives,1,
863,33059A727B1138,727A1138,Church/Archives,1,
863,33060A727B1138,727A1138,Church/Archives,1,
863,33061A727B1138,727A1138,Church/Archives,1,
863,33062A727B1138,727A1138,Church/Archives,1,
863,33063A727B1138,727A1138,Church/Archives,1,
863,33064A727B1138,727A1138,Church/Archives,1,
863,33065A727B1138,727A1138,Church/Archives,1,
863,33066A727B1138,727A1138,Church/Archives,1,
863,33067A727B1138,727A1138,Church/Archives,1,
863,33068A727B1138,727A1138,Church/Archives,1,
863,33069A727B1138,727A1138,Church/Archives,1,
863,33070A727B1138,727A1138,Church/Archives,1,
863,33071A727B1138,727A1138,Church/Archives,1,
863,33072A727B1138,727A1138,Church/Archives,1,
863,33073A727B1138,727A1138,Church/Archives,1,
863,33074A727B1138,727A1138,Church/Archives,1,
863,33075A727B1138,727A1138,Church/Archives,1,
863,33076A727B1138,727A1138,Church/Archives,1,
863,33077A727B1138,727A1138,Church/Archives,1,
863,33078A727B1138,727A1138,Church/Archives,1,
863,33079A727B1138,727A1138,Church/Archives,1,
863,33080A727B1138,727A1138,Church/Archives,1,
863,33081A727B1138,727A1138,Church/Archives,1,
863,33082A727B1138,727A1138,Church/Archives,1,
863,33083A727B1138,727A1138,Church/Archives,1,
863,33084A727B1138,727A1138,Church/Archives,1,
863,33085A727B1138,727A1138,Church/Archives,1,
863,33086A727B1138,727A1138,Church/Archives,1,
863,33087A727B1138,727A1138,Church/Archives,1,
863,33088A727B1138,727A1138,Church/Archives,1,
863,33089A727B1138,727A1138,Church/Archives,1,
863,33090A727B1138,727A1138,Church/Archives,1,
863,33091A727B1138,727A1138,Church/Archives,1,
863,33092A727B1138,727A1138,Church/Archives,1,
863,33093A727B1138,727A1138,Church/Archives,1,
863,33094A727B1138,727A1138,Church/Archives,1,
863,33095A727B1138,727A1138,Church/Archives,1,
863,33096A727B1138,727A1138,Church/Archives,1,
863,33097A727B1138,727A1138,Church/Archives,1,
871,34000A727B1138,727A1138,Hospital,0,
871,34001A727B1138,727A1138,Hospital,0,
871,34002A727B1138,727A1138,Hospital,0,
871,34003A727B1138,727A1138,Hospital,0,
871,34004A727B1138,727A1138,Hospital,0,
871,34005A727B1138,727A1138,Hospital,0,
871,34006A727B1138,727A1138,Hospital,0,
871,34007A727B1138,727A1138,Hospital,0,
871,34008A727B1138,727A1138,Hospital,0,
871,34009A727B1138,727A1138,Hospital,0,
871,34010A727B1138,727A1138,Hospital,0,
871,34011A727B1138,727A1138,Hospital,0,
871,34012A727B1138,727A1138,Hospital,0,
871,34013A727B1138,727A1138,Hospital,0,
871,34014A727B1138,727A1138,Hospital,0,
871,34015A727B1138,727A1138,Hospital,0,
871,34016A727B1138,727A1138,Hospital,0,
871,34017A727B1138,727A1138,Hospital,0,
871,34018A727B1138,727A1138,Hospital,0,
871,34019A727B1138,727A1138,Hospital,0,
871,34020A727B1138,727A1138,Hospital,0,
871,34021A727B1138,727A1138,Hospital,0,
871,34022A727B1138,727A1138,Hospital,0,
871,34023A727B1138,727A1138,Hospital,0,
871,34024A727B1138,727A1138,Hospital,0,
871,34025A727B1138,727A1138,Hospital,0,
871,34026A727B1138,727A1138,Hospital,0,
871,34027A727B1138,727A1138,Hospital,0,
871,34028A727B1138,727A1138,Hospital,0,
871,34029A727B1138,727A1138,Hospital,0,
871,34030A727B1138,727A1138,Hospital,0,
871,34031A727B1138,727A1138,Hospital,0,
871,34032A727B1138,727A1138,Hospital,0,
871,34033A727B1138,727A1138,Hospital,0,
871,34034A727B1138,727A1138,Hospital,0,
871,34035A727B1138,727A1138,Hospital,0,
871,34036A727B1138,727A1138,Hospital,0,
871,34037A727B1138,727A1138,Hospital,0,
871,34038A727B1138,727A1138,Hospital,0,
871,34039A727B1138,727A1138,Hospital,0,
871,34040A727B1138,727A1138,Hospital,0,
871,34041A727B1138,727A1138,Hospital,0,
871,34042A727B1138,727A1138,Hospital,0,
871,34043A727B1138,727A1138,Hospital,0,
871,34044A727B1138,727A1138,Hospital,0,
871,34045A727B1138,727A1138,Hospital,0,
871,34046A727B1138,727A1138,Hospital,0,
871,34047A727B1138,727A1138,Hospital,0,
871,34048A727B1138,727A1138,Hospital,0,
871,34049A727B1138,727A1138,Hospital,0,
871,34050A727B1138,727A1138,Hospital,0,
871,34051A727B1138,727A1138,Hospital,0,
871,34052A727B1138,727A1138,Hospital,0,
871,34053A727B1138,727A1138,Hospital,0,
871,34054A727B1138,727A1138,Hospital,0,
871,34055A727B1138,727A1138,Hospital,0,
871,34056A727B1138,727A1138,Hospital,0,
871,34057A727B1138,727A1138,Hospital,0,
871,34058A727B1138,727A1138,Hospital,0,
871,34059A727B1138,727A1138,Hospital,0,
871,34060A727B1138,727A1138,Hospital,0,
871,34061A727B1138,727A1138,Hospital,0,
871,34062A727B1138,727A1138,Hospital,0,
871,34063A727B1138,727A1138,Hospital,0,
871,34064A727B1138,727A1138,Hospital,0,
871,34065A727B1138,727A1138,Hospital,0,
871,34066A727B1138,727A1138,Hospital,0,
871,34067A727B1138,727A1138,Hospital,0,
871,34068A727B1138,727A1138,Hospital,0,
871,34069A727B1138,727A1138,Hospital,0,
871,34070A727B1138,727A1138,Hospital,0,
871,34071A727B1138,727A1138,Hospital,0,
871,34072A727B1138,727A1138,Hospital,0,
871,34073A727B1138,727A1138,Hospital,0,
871,34074A727B1138,727A1138,Hospital,0,
871,35000A727B1138,727A1138,Magnuson,1,
871,35001A727B1138,727A1138,Magnuson,1,
871,35002A727B1138,727A1138,Magnuson,1,
871,35003A727B1138,727A1138,Magnuson,1,
871,35004A727B1138,727A1138,Magnuson,1,
871,35005A727B1138,727A1138,Magnuson,1,
871,35006A727B1138,727A1138,Magnuson,1,
871,35007A727B1138,727A1138,Magnuson,1,
871,35008A727B1138,727A1138,Magnuson,1,
871,35009A727B1138,727A1138,Magnuson,1,
871,35010A727B1138,727A1138,Magnuson,1,
871,35011A727B1138,727A1138,Magnuson,1,
871,35012A727B1138,727A1138,Magnuson,1,
871,35013A727B1138,727A1138,Magnuson,1,
871,35014A727B1138,727A1138,Magnuson,1,
871,35015A727B1138,727A1138,Magnuson,1,
871,35016A727B1138,727A1138,Magnuson,1,
871,35017A727B1138,727A1138,Magnuson,1,
871,35018A727B1138,727A1138,Magnuson,1,
871,35019A727B1138,727A1138,Magnuson,1,
871,35020A727B1138,727A1138,Magnuson,1,
871,35021A727B1138,727A1138,Magnuson,1,
871,35022A727B1138,727A1138,Magnuson,1,
871,35023A727B1138,727A1138,Magnuson,1,
871,35024A727B1138,727A1138,Magnuson,1,
871,35025A727B1138,727A1138,Magnuson,1,
871,35026A727B1138,727A1138,Magnuson,1,
871,35027A727B1138,727A1138,Magnuson,1,
871,35028A727B1138,727A1138,Magnuson,1,
871,35029A727B1138,727A1138,Magnuson,1,
871,35030A727B1138,727A1138,Magnuson,1,
871,35031A727B1138,727A1138,Magnuson,1,
871,35032A727B1138,727A1138,Magnuson,1,
871,35033A727B1138,727A1138,Magnuson,1,
871,35034A727B1138,727A1138,Magnuson,1,
871,35035A727B1138,727A1138,Magnuson,1,
871,35036A727B1138,727A1138,Magnuson,1,
871,35037A727B1138,727A1138,Magnuson,1,
871,35038A727B1138,727A1138,Magnuson,1,
871,35039A727B1138,727A1138,Magnuson,1,
871,35040A727B1138,727A1138,Magnuson,1,
871,35041A727B1138,727A1138,Magnuson,1,
871,35042A727B1138,727A1138,Magnuson,1,
871,35043A727B1138,727A1138,Magnuson,1,
871,35044A727B1138,727A1138,Magnuson,1,
871,35045A727B1138,727A1138,Magnuson,1,
871,35046A727B1138,727A1138,Magnuson,1,
871,35047A727B1138,727A1138,Magnuson,1,
871,35048A727B1138,727A1138,Magnuson,1,
871,35049A727B1138,727A1138,Magnuson,1,
871,35050A727B1138,727A1138,Magnuson,1,
871,35051A727B1138,727A1138,Magnuson,1,
871,35052A727B1138,727A1138,Magnuson,1,
871,35053A727B1138,727A1138,Magnuson,1,
871,35054A727B1138,727A1138,Magnuson,1,
871,35055A727B1138,727A1138,Magnuson,1,
871,35056A727B1138,727A1138,Magnuson,1,
871,35057A727B1138,727A1138,Magnuson,1,
871,35058A727B1138,727A1138,Magnuson,1,
871,35059A727B1138,727A1138,Magnuson,1,
871,35060A727B1138,727A1138,Magnuson,1,
871,35061A727B1138,727A1138,Magnuson,1,
871,35062A727B1138,727A1138,Magnuson,1,
871,35063A727B1138,727A1138,Magnuson,1,
871,35064A727B1138,727A1138,Magnuson,1,
871,35065A727B1138,727A1138,Magnuson,1,
871,35066A727B1138,727A1138,Magnuson,1,
871,35067A727B1138,727A1138,Magnuson,1,
871,35068A727B1138,727A1138,Magnuson,1,
871,35069A727B1138,727A1138,Magnuson,1,
871,35070A727B1138,727A1138,Magnuson,1,
871,35071A727B1138,727A1138,Magnuson,1,
871,35072A727B1138,727A1138,Magnuson,1,
867,40000A727B1138,727A1138,Downtown via Roosevelt,0,3
867,40001A727B1138,727A1138,Downtown via Roosevelt,0,1
867,40002A727B1138,727A1138,Downtown via Roosevelt,0,2
867,40003A727B1138,727A1138,Downtown via Roosevelt,0,3
867,40004A727B1138,727A1138,Downtown via Roosevelt,0,1
867,40005A727B1138,727A1138,Downtown via Roosevelt,0,2
867,40006A727B1138,727A1138,Downtown via Roosevelt,0,3
867,40007A727B1138,727A1138,Downtown via Roosevelt,0,1
867,40008A727B1138,727A1138,Downtown via Roosevelt,0,2
867,40009A727B1138,727A1138,Downtown via Roosevelt,0,3
867,40010A727B1138,727A1138,Downtown via Roosevelt,0,1
867,40011A727B1138,727A1138,Downtown via Roosevelt,0,2
867,40012A727B1138,727A1138,Downtown via Roosevelt,0,3
867,40013A727B1138,727A1138,Downtown via Roosevelt,0,1
867,40014A727B1138,727A1138,Downtown via Roosevelt,0,2
867,40015A727B1138,727A1138,Downtown via Roosevelt,0,3
867,40016A727B1138,727A1138,Downtown via Roosevelt,0,1
867,40017A727B1138,727A1138,Downtown via Roosevelt,0,2
876,41002A727B1138,727A1138,Roosevelt Commons,1,
876,41003A727B1138,727A1138,Roosevelt Commons,1,
876,41004A727B1138,727A1138,Roosevelt Commons,1,
876,41005A727B1138,727A1138,Roosevelt Commons,1,
876,41006A727B1138,727A1138,Roosevelt Commons,1,
876,41007A727B1138,727A1138,Roosevelt Commons,1,
876,41008A727B1138,727A1138,Roosevelt Commons,1,
876,41009A727B1138,727A1138,Roosevelt Commons,1,
876,41010A727B1138,727A1138,Roosevelt Commons,1,
876,41011A727B1138,727A1138,Roosevelt Commons,1,
876,41012A727B1138,727A1138,Roosevelt Commons,1,
876,41013A727B1138,727A1138,Roosevelt Commons,1,
876,41014A727B1138,727A1138,Roosevelt Commons,1,
876,41015A727B1138,727A1138,Roosevelt Commons,1,
876,41016A727B1138,727A1138,Roosevelt Commons,1,
876,41017A727B1138,727A1138,Roosevelt Commons,1,
876,41018A727B1138,727A1138,Roosevelt Commons,1,
876,41019A727B1138,727A1138,Roosevelt Commons,1,
876,41020A727B1138,727A1138,Roosevelt Commons,1,
876,41021A727B1138,727A1138,Roosevelt Commons,1,
876,41022A727B1138,727A1138,Roosevelt Commons,1,
876,41023A727B1138,727A1138,Roosevelt Commons,1,
876,41024A727B1138,727A1138,Roosevelt Commons,1,
876,41025A727B1138,727A1138,Roosevelt Commons,1,
876,41026A727B1138,727A1138,Roosevelt Commons,1,
876,41027A727B1138,727A1138,Roosevelt Commons,1,
876,41028A727B1138,727A1138,Roosevelt Commons,1,
876,41029A727B1138,727A1138,Roosevelt Commons,1,
876,41030A727B1138,727A1138,Roosevelt Commons,1,
876,41031A727B1138,727A1138,Roosevelt Commons,1,
876,41032A727B1138,727A1138,Roosevelt Commons,1,
876,41033A727B1138,727A1138,Roosevelt Commons,1,
876,41034A727B1138,727A1138,Roosevelt Commons,1,
876,41035A727B1138,727A1138,Roosevelt Commons,1,
876,41036A727B1138,727A1138,Roosevelt Commons,1,
876,41037A727B1138,727A1138,Roosevelt Commons,1,
876,41038A727B1138,727A1138,Roosevelt Commons,1,
876,41039A727B1138,727A1138,Roosevelt Commons,1,
876,41040A727B1138,727A1138,Roosevelt Commons,1,
876,41041A727B1138,727A1138,Roosevelt Commons,1,
876,41042A727B1138,727A1138,Roosevelt Commons,1,
876,42000A727B1138,727A1138,Hospital,0,
876,42001A727B1138,727A1138,Hospital,0,
876,42002A727B1138,727A1138,Hospital,0,
876,42003A727B1138,727A1138,Hospital,0,
876,42004A727B1138,727A1138,Hospital,0,
876,42005A727B1138,727A1138,Hospital,0,
876,42006A727B1138,727A1138,Hospital,0,
876,42007A727B1138,727A1138,Hospital,0,
876,42008A727B1138,727A1138,Hospital,0,
