trip_id,stop_id,arrival_time,departure_time,stop_sequence,stop_headsign
30022A727B1138,755006,08:36:00,08:36:00,1,
30022A727B1138,755000,08:42:00,08:42:00,2,
30023A727B1138,755006,08:43:00,08:43:00,1,
30023A727B1138,755000,08:49:00,08:49:00,2,
30024A727B1138,755006,08:50:00,08:50:00,1,
30024A727B1138,755000,08:56:00,08:56:00,2,
30025A727B1138,755006,08:57:00,08:57:00,1,
30025A727B1138,755000,09:03:00,09:03:00,2,
30026A727B1138,755006,09:04:00,09:04:00,1,
30026A727B1138,755000,09:10:00,09:10:00,2,
30027A727B1138,755006,09:18:00,09:18:00,1,
30027A727B1138,755000,09:24:00,09:24:00,2,
30028A727B1138,755006,09:29:00,09:29:00,1,
30028A727B1138,755000,09:35:00,09:35:00,2,
30029A727B1138,755006,09:44:00,09:44:00,1,
30029A727B1138,755000,09:50:00,09:50:00,2,
30030A727B1138,755006,09:59:00,09:59:00,1,
30030A727B1138,755000,10:05:00,10:05:00,2,
30031A727B1138,755006,10:14:00,10:14:00,1,
30031A727B1138,755000,10:20:00,10:20:00,2,
30032A727B1138,755006,10:29:00,10:29:00,1,
30032A727B1138,755000,10:35:00,10:35:00,2,
30033A727B1138,755006,10:44:00,10:44:00,1,
30033A727B1138,755000,10:50:00,10:50:00,2,
30034A727B1138,755006,10:59:00,10:59:00,1,
30034A727B1138,755000,11:05:00,11:05:00,2,
30035A727B1138,755006,11:14:00,11:14:00,1,
30035A727B1138,755000,11:20:00,11:20:00,2,
30036A727B1138,755006,11:30:00,11:30:00,1,
30036A727B1138,755000,11:36:00,11:36:00,2,
30037A727B1138,755006,12:04:00,12:04:00,1,
30037A727B1138,755000,12:10:00,12:10:00,2,
30038A727B1138,755006,12:34:00,12:34:00,1,
30038A727B1138,755000,12:40:00,12:40:00,2,
30039A727B1138,755006,13:04:00,13:04:00,1,
30039A727B1138,755000,13:10:00,13:10:00,2,
30040A727B1138,755006,13:34:00,13:34:00,1,
30040A727B1138,755000,13:40:00,13:40:00,2,
30041A727B1138,755006,14:04:00,14:04:00,1,
30041A727B1138,755000,14:10:00,14:10:00,2,
30042A727B1138,755006,14:19:00,14:19:00,1,
30042A727B1138,755000,14:25:00,14:25:00,2,
30043A727B1138,755006,14:34:00,14:34:00,1,
30043A727B1138,755000,14:40:00,14:40:00,2,
30044A727B1138,755006,14:49:00,14:49:00,1,
30044A727B1138,755000,14:55:00,14:55:00,2,
30045A727B1138,755006,15:04:00,15:04:00,1,
30045A727B1138,755000,15:10:00,15:10:00,2,
30046A727B1138,755006,15:19:00,15:19:00,1,
30046A727B1138,755000,15:25:00,15:25:00,2,
30047A727B1138,755006,15:35:00,15:35:00,1,
30047A727B1138,755000,15:41:00,15:41:00,2,
30048A727B1138,755006,15:41:00,15:41:00,1,
30048A727B1138,755000,15:47:00,15:47:00,2,
30049A727B1138,755006,15:49:00,15:49:00,1,
30049A727B1138,755000,15:55:00,15:55:00,2,
30050A727B1138,755006,15:55:00,15:55:00,1,
30050A727B1138,755000,16:01:00,16:01:00,2,
30051A727B1138,755006,16:03:00,16:03:00,1,
30051A727B1138,755000,16:09:00,16:09:00,2,
30052A727B1138,755006,16:09:00,16:09:00,1,
30052A727B1138,755000,16:15:00,16:15:00,2,
30053A727B1138,755006,16:17:00,16:17:00,1,
30053A727B1138,755000,16:23:00,16:23:00,2,
30054A727B1138,755006,16:23:00,16:23:00,1,
30054A727B1138,755000,16:29:00,16:29:00,2,
30055A727B1138,755006,16:31:00,16:31:00,1,
30055A727B1138,755000,16:37:00,16:37:00,2,
30056A727B1138,755006,16:37:00,16:37:00,1,
30056A727B1138,755000,16:43:00,16:43:00,2,
30057A727B1138,755006,16:45:00,16:45:00,1,
30057A727B1138,755000,16:51:00,16:51:00,2,
30058A727B1138,755006,16:51:00,16:51:00,1,
30058A727B1138,755000,16:57:00,16:57:00,2,
30059A727B1138,755006,16:59:00,16:59:00,1,
30059A727B1138,755000,17:05:00,17:05:00,2,
30060A727B1138,755006,17:05:00,17:05:00,1,
30060A727B1138,755000,17:11:00,17:11:00,2,
30061A727B1138,755006,17:13:00,17:13:00,1,
30061A727B1138,755000,17:19:00,17:19:00,2,
30062A727B1138,755006,17:19:00,17:19:00,1,
30062A727B1138,755000,17:25:00,17:25:00,2,
30063A727B1138,755006,17:27:00,17:27:00,1,
30063A727B1138,755000,17:33:00,17:33:00,2,
30064A727B1138,755006,17:34:00,17:34:00,1,
30064A727B1138,755000,17:40:00,17:40:00,2,
30065A727B1138,755006,17:41:00,17:41:00,1,
30065A727B1138,755000,17:47:00,17:47:00,2,
30066A727B1138,755006,17:48:00,17:48:00,1,
30066A727B1138,755000,17:54:00,17:54:00,2,
30067A727B1138,755006,17:55:00,17:55:00,1,
30067A727B1138,755000,18:01:00,18:01:00,2,
30068A727B1138,755006,18:02:00,18:02:00,1,
30068A727B1138,755000,18:08:00,18:08:00,2,
30069A727B1138,755006,18:09:00,18:09:00,1,
30069A727B1138,755000,18:15:00,18:15:00,2,
30070A727B1138,755006,18:16:00,18:16:00,1,
30070A727B1138,755000,18:22:00,18:22:00,2,
30071A727B1138,755006,18:23:00,18:23:00,1,
30071A727B1138,755000,18:29:00,18:29:00,2,
30072A727B1138,755006,18:30:00,18:30:00,1,
30072A727B1138,755000,18:36:00,18:36:00,2,
30073A727B1138,755006,18:37:00,18:37:00,1,
30073A727B1138,755000,18:43:00,18:43:00,2,
30074A727B1138,755006,18:44:00,18:44:00,1,
30074A727B1138,755000,18:50:00,18:50:00,2,
30075A727B1138,755006,18:51:00,18:51:00,1,
30075A727B1138,755000,18:57:00,18:57:00,2,
30076A727B1138,755006,18:58:00,18:58:00,1,
30076A727B1138,755000,19:04:00,19:04:00,2,
30077A727B1138,755006,19:05:00,19:05:00,1,
30077A727B1138,755000,19:11:00,19:11:00,2,
30078A727B1138,755006,19:13:00,19:13:00,1,
30078A727B1138,755000,19:19:00,19:19:00,2,
30079A727B1138,755006,19:27:00,19:27:00,1,
30079A727B1138,755000,19:33:00,19:33:00,2,
30080A727B1138,755006,19:41:00,19:41:00,1,
30080A727B1138,755000,19:47:00,19:47:00,2,
30081A727B1138,755006,20:39:00,20:39:00,1,
30081A727B1138,755000,20:45:00,20:45:00,2,
30082A727B1138,755006,20:54:00,20:54:00,1,
30082A727B1138,755000,21:00:00,21:00:00,2,
30083A727B1138,755006,21:09:00,21:09:00,1,
30083A727B1138,755000,21:15:00,21:15:00,2,
31000A727B1138,755000,05:54:00,05:54:00,1,
31000A727B1138,755006,06:01:00,06:01:00,2,
31001A727B1138,755000,06:19:00,06:19:00,1,
31001A727B1138,755006,06:26:00,06:26:00,2,
31002A727B1138,755000,06:26:00,06:26:00,1,
31002A727B1138,755006,06:33:00,06:33:00,2,
31003A727B1138,755000,06:33:00,06:33:00,1,
31003A727B1138,755006,06:40:00,06:40:00,2,
31004A727B1138,755000,06:40:00,06:40:00,1,
31004A727B1138,755006,06:47:00,06:47:00,2,
31005A727B1138,755000,06:47:00,06:47:00,1,
31005A727B1138,755006,06:54:00,06:54:00,2,
31006A727B1138,755000,06:54:00,06:54:00,1,
31006A727B1138,755006,07:01:00,07:01:00,2,
31007A727B1138,755000,07:01:00,07:01:00,1,
31007A727B1138,755006,07:08:00,07:08:00,2,
31008A727B1138,755000,07:08:00,07:08:00,1,
31008A727B1138,755006,07:15:00,07:15:00,2,
31009A727B1138,755000,07:15:00,07:15:00,1,
31009A727B1138,755006,07:22:00,07:22:00,2,
31010A727B1138,755000,07:22:00,07:22:00,1,
31010A727B1138,755006,07:29:00,07:29:00,2,
31011A727B1138,755000,07:29:00,07:29:00,1,
31011A727B1138,755006,07:36:00,07:36:00,2,
31012A727B1138,755000,07:36:00,07:36:00,1,
31012A727B1138,755006,07:43:00,07:43:00,2,
31013A727B1138,755000,07:46:00,07:46:00,1,
31013A727B1138,755006,07:53:00,07:53:00,2,
31014A727B1138,755000,07:53:00,07:53:00,1,
31014A727B1138,755006,08:00:00,08:00:00,2,
31015A727B1138,755000,08:00:00,08:00:00,1,
31015A727B1138,755006,08:07:00,08:07:00,2,
31016A727B1138,755000,08:07:00,08:07:00,1,
31016A727B1138,755006,08:14:00,08:14:00,2,
31017A727B1138,755000,08:14:00,08:14:00,1,
31017A727B1138,755006,08:21:00,08:21:00,2,
31018A727B1138,755000,08:21:00,08:21:00,1,
31018A727B1138,755006,08:28:00,08:28:00,2,
31019A727B1138,755000,08:28:00,08:28:00,1,
31019A727B1138,755006,08:35:00,08:35:00,2,
31020A727B1138,755000,08:35:00,08:35:00,1,
31020A727B1138,755006,08:42:00,08:42:00,2,
31021A727B1138,755000,08:42:00,08:42:00,1,
31021A727B1138,755006,08:49:00,08:49:00,2,
31022A727B1138,755000,08:49:00,08:49:00,1,
31022A727B1138,755006,08:56:00,08:56:00,2,
31023A727B1138,755000,08:56:00,08:56:00,1,
31023A727B1138,755006,09:03:00,09:03:00,2,
31024A727B1138,755000,09:10:00,09:10:00,1,
31024A727B1138,755006,09:17:00,09:17:00,2,
31025A727B1138,755000,09:22:00,09:22:00,1,
31025A727B1138,755006,09:29:00,09:29:00,2,
31026A727B1138,755000,09:37:00,09:37:00,1,
31026A727B1138,755006,09:44:00,09:44:00,2,
31027A727B1138,755000,09:52:00,09:52:00,1,
31027A727B1138,755006,09:59:00,09:59:00,2,
31028A727B1138,755000,10:07:00,10:07:00,1,
31028A727B1138,755006,10:14:00,10:14:00,2,
31029A727B1138,755000,10:22:00,10:22:00,1,
31029A727B1138,755006,10:29:00,10:29:00,2,
31030A727B1138,755000,10:37:00,10:37:00,1,
31030A727B1138,755006,10:44:00,10:44:00,2,
31031A727B1138,755000,10:52:00,10:52:00,1,
31031A727B1138,755006,10:59:00,10:59:00,2,
31032A727B1138,755000,11:07:00,11:07:00,1,
31032A727B1138,755006,11:14:00,11:14:00,2,
31033A727B1138,755000,11:23:00,11:23:00,1,
31033A727B1138,755006,11:30:00,11:30:00,2,
31034A727B1138,755000,11:57:00,11:57:00,1,
31034A727B1138,755006,12:04:00,12:04:00,2,
31035A727B1138,755000,12:27:00,12:27:00,1,
31035A727B1138,755006,12:34:00,12:34:00,2,
31036A727B1138,755000,12:57:00,12:57:00,1,
31036A727B1138,755006,13:04:00,13:04:00,2,
31037A727B1138,755000,13:27:00,13:27:00,1,
31037A727B1138,755006,13:34:00,13:34:00,2,
31038A727B1138,755000,13:57:00,13:57:00,1,
31038A727B1138,755006,14:04:00,14:04:00,2,
31039A727B1138,755000,14:12:00,14:12:00,1,
31039A727B1138,755006,14:19:00,14:19:00,2,
31040A727B1138,755000,14:27:00,14:27:00,1,
31040A727B1138,755006,14:34:00,14:34:00,2,
31041A727B1138,755000,14:42:00,14:42:00,1,
31041A727B1138,755006,14:49:00,14:49:00,2,
31042A727B1138,755000,14:57:00,14:57:00,1,
31042A727B1138,755006,15:04:00,15:04:00,2,
31043A727B1138,755000,15:12:00,15:12:00,1,
31043A727B1138,755006,15:19:00,15:19:00,2,
31044A727B1138,755000,15:27:00,15:27:00,1,
31044A727B1138,755006,15:34:00,15:34:00,2,
31045A727B1138,755000,15:33:00,15:33:00,1,
31045A727B1138,755006,15:40:00,15:40:00,2,
31046A727B1138,755000,15:41:00,15:41:00,1,
31046A727B1138,755006,15:48:00,15:48:00,2,
31047A727B1138,755000,15:47:00,15:47:00,1,
31047A727B1138,755006,15:54:00,15:54:00,2,
31048A727B1138,755000,15:55:00,15:55:00,1,
31048A727B1138,755006,16:02:00,16:02:00,2,
31049A727B1138,755000,16:01:00,16:01:00,1,
31049A727B1138,755006,16:08:00,16:08:00,2,
31050A727B1138,755000,16:09:00,16:09:00,1,
31050A727B1138,755006,16:16:00,16:16:00,2,
31051A727B1138,755000,16:15:00,16:15:00,1,
31051A727B1138,755006,16:22:00,16:22:00,2,
31052A727B1138,755000,16:23:00,16:23:00,1,
31052A727B1138,755006,16:30:00,16:30:00,2,
31053A727B1138,755000,16:29:00,16:29:00,1,
31053A727B1138,755006,16:36:00,16:36:00,2,
31054A727B1138,755000,16:37:00,16:37:00,1,
31054A727B1138,755006,16:44:00,16:44:00,2,
31055A727B1138,755000,16:43:00,16:43:00,1,
31055A727B1138,755006,16:50:00,16:50:00,2,
31056A727B1138,755000,16:51:00,16:51:00,1,
31056A727B1138,755006,16:58:00,16:58:00,2,
31057A727B1138,755000,16:57:00,16:57:00,1,
31057A727B1138,755006,17:04:00,17:04:00,2,
31058A727B1138,755000,17:05:00,17:05:00,1,
31058A727B1138,755006,17:12:00,17:12:00,2,
31059A727B1138,755000,17:11:00,17:11:00,1,
31059A727B1138,755006,17:18:00,17:18:00,2,
31060A727B1138,755000,17:19:00,17:19:00,1,
31060A727B1138,755006,17:26:00,17:26:00,2,
31061A727B1138,755000,17:26:00,17:26:00,1,
31061A727B1138,755006,17:33:00,17:33:00,2,
31062A727B1138,755000,17:33:00,17:33:00,1,
31062A727B1138,755006,17:40:00,17:40:00,2,
31063A727B1138,755000,17:40:00,17:40:00,1,
31063A727B1138,755006,17:47:00,17:47:00,2,
31064A727B1138,755000,17:47:00,17:47:00,1,
31064A727B1138,755006,17:54:00,17:54:00,2,
31065A727B1138,755000,17:54:00,17:54:00,1,
31065A727B1138,755006,18:01:00,18:01:00,2,
31066A727B1138,755000,18:01:00,18:01:00,1,
31066A727B1138,755006,18:08:00,18:08:00,2,
31067A727B1138,755000,18:08:00,18:08:00,1,
31067A727B1138,755006,18:15:00,18:15:00,2,
31068A727B1138,755000,18:15:00,18:15:00,1,
31068A727B1138,755006,18:22:00,18:22:00,2,
31069A727B1138,755000,18:22:00,18:22:00,1,
31069A727B1138,755006,18:29:00,18:29:00,2,
31070A727B1138,755000,18:29:00,18:29:00,1,
31070A727B1138,755006,18:36:00,18:36:00,2,
31071A727B1138,755000,18:36:00,18:36:00,1,
31071A727B1138,755006,18:43:00,18:43:00,2,
31072A727B1138,755000,18:43:00,18:43:00,1,
31072A727B1138,755006,18:50:00,18:50:00,2,
31073A727B1138,755000,18:50:00,18:50:00,1,
31073A727B1138,755006,18:57:00,18:57:00,2,
31074A727B1138,755000,18:57:00,18:57:00,1,
31074A727B1138,755006,19:04:00,19:04:00,2,
31075A727B1138,755000,19:05:00,19:05:00,1,
31075A727B1138,755006,19:12:00,19:12:00,2,
31076A727B1138,755000,19:19:00,19:19:00,1,
31076A727B1138,755006,19:26:00,19:26:00,2,
31077A727B1138,755000,19:33:00,19:33:00,1,
31077A727B1138,755006,19:40:00,19:40:00,2,
31078A727B1138,755000,19:47:00,19:47:00,1,
31078A727B1138,755006,19:54:00,19:54:00,2,
31079A727B1138,755000,20:32:00,20:32:00,1,
31079A727B1138,755006,20:39:00,20:39:00,2,
31080A727B1138,755000,20:47:00,20:47:00,1,
31080A727B1138,755006,20:54:00,20:54:00,2,
31081A727B1138,755000,21:02:00,21:02:00,1,
31081A727B1138,755006,21:09:00,21:09:00,2,
31082A727B1138,755000,21:20:00,21:20:00,1,
31082A727B1138,755006,21:27:00,21:27:00,2,
31083A727B1138,755000,19:10:00,19:10:00,1,E1 on Gold
31083A727B1138,755006,19:18:00,19:18:00,2,
31084A727B1138,755000,19:25:00,19:25:00,1,E1 on Gold
31084A727B1138,755006,19:33:00,19:33:00,2,
31085A727B1138,755000,19:40:00,19:40:00,1,E1 on Gold
31085A727B1138,755006,19:48:00,19:48:00,2,
31086A727B1138,755000,19:55:00,19:55:00,1,E1 on Gold
31086A727B1138,755006,20:03:00,20:03:00,2,
31087A727B1138,755000,20:10:00,20:10:00,1,E1 on Gold
31087A727B1138,755006,20:18:00,20:18:00,2,
31088A727B1138,755000,20:25:00,20:25:00,1,E1 on Gold
31088A727B1138,755006,20:33:00,20:33:00,2,
32000A727B1138,755005,05:49:00,05:49:00,1,
32000A727B1138,755000,05:54:00,05:54:00,2,
32001A727B1138,755005,06:08:00,06:08:00,1,
32001A727B1138,755000,06:13:00,06:13:00,2,
32002A727B1138,755005,06:16:00,06:16:00,1,
32002A727B1138,755000,06:22:00,06:22:00,2,
32003A727B1138,755005,06:22:00,06:22:00,1,
32003A727B1138,755000,06:28:00,06:28:00,2,
32004A727B1138,755005,06:29:00,06:29:00,1,
32004A727B1138,755000,06:35:00,06:35:00,2,
32005A727B1138,755005,06:35:00,06:35:00,1,
32005A727B1138,755000,06:41:00,06:41:00,2,
32006A727B1138,755005,06:42:00,06:42:00,1,
32006A727B1138,755000,06:48:00,06:48:00,2,
32007A727B1138,755005,06:48:00,06:48:00,1,
32007A727B1138,755000,06:54:00,06:54:00,2,
32008A727B1138,755005,06:55:00,06:55:00,1,
32008A727B1138,755000,07:01:00,07:01:00,2,
32009A727B1138,755005,07:01:00,07:01:00,1,
32009A727B1138,755000,07:07:00,07:07:00,2,
32010A727B1138,755005,07:08:00,07:08:00,1,
32010A727B1138,755000,07:14:00,07:14:00,2,
32011A727B1138,755005,07:14:00,07:14:00,1,
32011A727B1138,755000,07:20:00,07:20:00,2,
32012A727B1138,755005,07:21:00,07:21:00,1,
32012A727B1138,755000,07:27:00,07:27:00,2,
32013A727B1138,755005,07:29:00,07:29:00,1,
32013A727B1138,755000,07:35:00,07:35:00,2,
32014A727B1138,755005,07:34:00,07:34:00,1,
32014A727B1138,755000,07:40:00,07:40:00,2,
32015A727B1138,755005,07:43:00,07:43:00,1,
32015A727B1138,755000,07:49:00,07:49:00,2,
32016A727B1138,755005,07:49:00,07:49:00,1,
32016A727B1138,755000,07:55:00,07:55:00,2,
32017A727B1138,755005,07:56:00,07:56:00,1,
32017A727B1138,755000,08:02:00,08:02:00,2,
32018A727B1138,755005,08:02:00,08:02:00,1,
32018A727B1138,755000,08:08:00,08:08:00,2,
32019A727B1138,755005,08:09:00,08:09:00,1,
32019A727B1138,755000,08:15:00,08:15:00,2,
32020A727B1138,755005,08:14:00,08:14:00,1,
32020A727B1138,755000,08:20:00,08:20:00,2,
32021A727B1138,755005,08:22:00,08:22:00,1,
32021A727B1138,755000,08:28:00,08:28:00,2,
32022A727B1138,755005,08:35:00,08:35:00,1,
32022A727B1138,755000,08:41:00,08:41:00,2,
32023A727B1138,755005,08:41:00,08:41:00,1,
32023A727B1138,755000,08:47:00,08:47:00,2,
32024A727B1138,755005,08:48:00,08:48:00,1,
32024A727B1138,755000,08:54:00,08:54:00,2,
32025A727B1138,755005,08:54:00,08:54:00,1,
32025A727B1138,755000,09:00:00,09:00:00,2,
32026A727B1138,755005,09:01:00,09:01:00,1,
32026A727B1138,755000,09:07:00,09:07:00,2,
32027A727B1138,755005,09:07:00,09:07:00,1,
32027A727B1138,755000,09:13:00,09:13:00,2,
32028A727B1138,755005,09:14:00,09:14:00,1,
32028A727B1138,755000,09:20:00,09:20:00,2,
32029A727B1138,755005,09:17:00,09:17:00,1,
32029A727B1138,755000,09:22:00,09:22:00,2,
32030A727B1138,755005,09:32:00,09:32:00,1,
32030A727B1138,755000,09:37:00,09:37:00,2,
32031A727B1138,755005,09:47:00,09:47:00,1,
32031A727B1138,755000,09:52:00,09:52:00,2,
32032A727B1138,755005,10:02:00,10:02:00,1,
32032A727B1138,755000,10:07:00,10:07:00,2,
32033A727B1138,755005,10:17:00,10:17:00,1,
32033A727B1138,755000,10:22:00,10:22:00,2,
32034A727B1138,755005,10:32:00,10:32:00,1,
32034A727B1138,755000,10:37:00,10:37:00,2,
32035A727B1138,755005,10:47:00,10:47:00,1,
32035A727B1138,755000,10:52:00,10:52:00,2,
32036A727B1138,755005,11:02:00,11:02:00,1,
32036A727B1138,755000,11:07:00,11:07:00,2,
32037A727B1138,755005,11:18:00,11:18:00,1,
32037A727B1138,755000,11:23:00,11:23:00,2,
32038A727B1138,755005,11:52:00,11:52:00,1,
32038A727B1138,755000,11:57:00,11:57:00,2,
32039A727B1138,755005,12:22:00,12:22:00,1,
32039A727B1138,755000,12:27:00,12:27:00,2,
32040A727B1138,755005,12:52:00,12:52:00,1,
32040A727B1138,755000,12:57:00,12:57:00,2,
32041A727B1138,755005,13:22:00,13:22:00,1,
32041A727B1138,755000,13:27:00,13:27:00,2,
32042A727B1138,755005,13:52:00,13:52:00,1,
32042A727B1138,755000,13:57:00,13:57:00,2,
32043A727B1138,755005,14:07:00,14:07:00,1,
32043A727B1138,755000,14:12:00,14:12:00,2,
32044A727B1138,755005,14:22:00,14:22:00,1,
32044A727B1138,755000,14:27:00,14:27:00,2,
32045A727B1138,755005,14:37:00,14:37:00,1,
32045A727B1138,755000,14:42:00,14:42:00,2,
32046A727B1138,755005,14:52:00,14:52:00,1,
32046A727B1138,755000,14:57:00,14:57:00,2,
32047A727B1138,755005,15:07:00,15:07:00,1,
32047A727B1138,755000,15:12:00,15:12:00,2,
32048A727B1138,755005,15:13:00,15:13:00,1,
32048A727B1138,755000,15:19:00,15:19:00,2,
32049A727B1138,755005,15:20:00,15:20:00,1,
32049A727B1138,755000,15:26:00,15:26:00,2,
32050A727B1138,755005,15:26:00,15:26:00,1,
32050A727B1138,755000,15:32:00,15:32:00,2,
32051A727B1138,755005,15:33:00,15:33:00,1,
32051A727B1138,755000,15:39:00,15:39:00,2,
32052A727B1138,755005,15:39:00,15:39:00,1,
32052A727B1138,755000,15:45:00,15:45:00,2,
32053A727B1138,755005,15:46:00,15:46:00,1,
32053A727B1138,755000,15:52:00,15:52:00,2,
32054A727B1138,755005,15:52:00,15:52:00,1,
32054A727B1138,755000,15:58:00,15:58:00,2,
32055A727B1138,755005,15:59:00,15:59:00,1,
32055A727B1138,755000,16:05:00,16:05:00,2,
32056A727B1138,755005,16:05:00,16:05:00,1,
32056A727B1138,755000,16:11:00,16:11:00,2,
32057A727B1138,755005,16:12:00,16:12:00,1,
32057A727B1138,755000,16:18:00,16:18:00,2,
32058A727B1138,755005,16:18:00,16:18:00,1,
32058A727B1138,755000,16:24:00,16:24:00,2,
32059A727B1138,755005,16:25:00,16:25:00,1,
32059A727B1138,755000,16:31:00,16:31:00,2,
32060A727B1138,755005,16:31:00,16:31:00,1,
32060A727B1138,755000,16:37:00,16:37:00,2,
32061A727B1138,755005,16:38:00,16:38:00,1,
32061A727B1138,755000,16:44:00,16:44:00,2,
32062A727B1138,755005,16:44:00,16:44:00,1,
32062A727B1138,755000,16:50:00,16:50:00,2,
32063A727B1138,755005,16:51:00,16:51:00,1,
32063A727B1138,755000,16:57:00,16:57:00,2,
32064A727B1138,755005,16:57:00,16:57:00,1,
32064A727B1138,755000,17:04:00,17:04:00,2,
32065A727B1138,755005,17:04:00,17:04:00,1,
32065A727B1138,755000,17:11:00,17:11:00,2,
32066A727B1138,755005,17:11:00,17:11:00,1,
32066A727B1138,755000,17:18:00,17:18:00,2,
32067A727B1138,755005,17:18:00,17:18:00,1,
32067A727B1138,755000,17:25:00,17:25:00,2,
32068A727B1138,755005,17:25:00,17:25:00,1,
32068A727B1138,755000,17:32:00,17:32:00,2,
32069A727B1138,755005,17:32:00,17:32:00,1,
32069A727B1138,755000,17:39:00,17:39:00,2,
32070A727B1138,755005,17:39:00,17:39:00,1,
32070A727B1138,755000,17:46:00,17:46:00,2,
32071A727B1138,755005,17:46:00,17:46:00,1,
32071A727B1138,755000,17:53:00,17:53:00,2,
32072A727B1138,755005,17:53:00,17:53:00,1,
32072A727B1138,755000,18:00:00,18:00:00,2,
32073A727B1138,755005,18:00:00,18:00:00,1,
32073A727B1138,755000,18:06:00,18:06:00,2,
32074A727B1138,755005,18:07:00,18:07:00,1,
32074A727B1138,755000,18:13:00,18:13:00,2,
32075A727B1138,755005,18:13:00,18:13:00,1,
32075A727B1138,755000,18:19:00,18:19:00,2,
32076A727B1138,755005,18:20:00,18:20:00,1,
32076A727B1138,755000,18:26:00,18:26:00,2,
32077A727B1138,755005,18:26:00,18:26:00,1,
32077A727B1138,755000,18:32:00,18:32:00,2,
32078A727B1138,755005,18:33:00,18:33:00,1,
32078A727B1138,755000,18:39:00,18:39:00,2,
32079A727B1138,755005,18:39:00,18:39:00,1,
32079A727B1138,755000,18:45:00,18:45:00,2,
32080A727B1138,755005,18:46:00,18:46:00,1,
32080A727B1138,755000,18:52:00,18:52:00,2,
32081A727B1138,755005,18:52:00,18:52:00,1,
32081A727B1138,755000,18:58:00,18:58:00,2,
32082A727B1138,755005,18:59:00,18:59:00,1,
32082A727B1138,755000,19:05:00,19:05:00,2,
32083A727B1138,755005,19:05:00,19:05:00,1,
32083A727B1138,755000,19:11:00,19:11:00,2,
32084A727B1138,755005,19:12:00,19:12:00,1,
32084A727B1138,755000,19:18:00,19:18:00,2,
32085A727B1138,755005,19:18:00,19:18:00,1,
32085A727B1138,755000,19:24:00,19:24:00,2,
32086A727B1138,755005,19:25:00,19:25:00,1,
32086A727B1138,755000,19:31:00,19:31:00,2,
32087A727B1138,755005,19:31:00,19:31:00,1,
32087A727B1138,755000,19:37:00,19:37:00,2,
32088A727B1138,755005,19:38:00,19:38:00,1,
32088A727B1138,755000,19:44:00,19:44:00,2,
32089A727B1138,755005,19:44:00,19:44:00,1,
32089A727B1138,755000,19:50:00,19:50:00,2,
32090A727B1138,755005,19:51:00,19:51:00,1,
32090A727B1138,755000,19:57:00,19:57:00,2,
32091A727B1138,755005,19:57:00,19:57:00,1,
32091A727B1138,755000,20:03:00,20:03:00,2,
32092A727B1138,755005,20:09:00,20:09:00,1,
32092A727B1138,755000,20:15:00,20:15:00,2,
32093A727B1138,755005,20:27:00,20:27:00,1,
32093A727B1138,755000,20:32:00,20:32:00,2,
