fare_id,route_id,origin_id,destination_id
1,1,,
1,10,,
1,100,,
1,102,,
1,11,,
1,13,,
1,14,,
1,16,,
1,2,,
1,202,,
1,206,,
1,212,,
1,214,,
1,28,,
1,3,,
1,300,,
1,4,,
1,400,,
1,402,,
1,409,,
1,41,,
1,42,,
1,425,,
1,45,,
1,48,,
1,497,,
1,500,,
1,501,,
1,51,,
1,52,,
1,53,,
1,54,,
1,55,,
1,56,,
1,57,,
1,63,,
31,,1,1
31,,2,2
31,,3,3
31,,4,4
32,,1,2
32,,1,3
32,,1,4
32,,2,1
32,,2,3
32,,2,4
32,,3,1
32,,3,2
32,,3,4
32,,4,1
32,,4,2
32,,4,3
