shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon
16MAR-1004116,70099,47.305094,-122.575105
16MAR-1004116,70100,47.305444,-122.575215
16MAR-1004116,70101,47.305654,-122.575315
16MAR-1004116,70102,47.305834,-122.575445
16MAR-1004116,70103,47.305984,-122.575625
16MAR-1004116,70104,47.305384,-122.576365
16MAR-1004116,70105,47.305224,-122.576575
16MAR-1004116,70106,47.304634,-122.577335
16MAR-1004116,70107,47.304444,-122.577595
16MAR-1004116,70108,47.304324,-122.577815
16MAR-1004116,70109,47.304244,-122.578015
16MAR-1004116,70110,47.304174,-122.578235
16MAR-1004116,70111,47.304124,-122.578495
16MAR-1004116,70112,47.304074,-122.578855
16MAR-1004116,70113,47.304054,-122.579145
16MAR-1004116,70114,47.304054,-122.579195
16MAR-1004116,70115,47.303690,-122.579201
16MAR-1004116,80001,47.303690,-122.579201
16MAR-1004116,80002,47.301654,-122.579235
16MAR-1004116,80003,47.300654,-122.579255
16MAR-1004116,80004,47.300654,-122.578385
16MAR-1004116,80005,47.300614,-122.578145
16MAR-1004116,80006,47.300514,-122.577935
16MAR-1004116,80007,47.300404,-122.577765
16MAR-1004116,80008,47.300254,-122.577655
16MAR-1004116,80009,47.300124,-122.577615
16MAR-1004116,80010,47.300034,-122.577615
16MAR-1004116,80011,47.300034,-122.578115
16MAR-1004116,90001,47.300034,-122.578115
16MAR-1004116,90002,47.300034,-122.578135
16MAR-1004116,90003,47.300024,-122.578265
16MAR-1004116,90004,47.299984,-122.578345
16MAR-1004116,90005,47.299914,-122.578375
16MAR-1004116,90006,47.299784,-122.578395
16MAR-1004116,90007,47.299664,-122.578475
16MAR-1004116,90008,47.299564,-122.578585
16MAR-1004116,90009,47.299494,-122.578755
16MAR-1004116,90010,47.299444,-122.578945
16MAR-1004116,90011,47.299444,-122.579275
16MAR-1004116,90012,47.299584,-122.579273
16MAR-1004116,100001,47.299584,-122.579273
16MAR-1004116,100002,47.300654,-122.579255
16MAR-1004116,100003,47.301237,-122.579243
16MAR-1004116,110001,47.301237,-122.579243
16MAR-1004116,110002,47.301654,-122.579235
16MAR-1004116,110003,47.303249,-122.579209
16MAR-1004116,120001,47.303249,-122.579209
16MAR-1004116,120002,47.304054,-122.579195
16MAR-1004116,120003,47.304054,-122.579145
16MAR-1004116,120004,47.304074,-122.578855
16MAR-1004116,120005,47.304124,-122.578495
16MAR-1004116,120006,47.304174,-122.578235
16MAR-1004116,120007,47.304244,-122.578015
16MAR-1004116,120008,47.304324,-122.577815
16MAR-1004116,120009,47.304444,-122.577595
16MAR-1004116,120010,47.304634,-122.577335
16MAR-1004116,120011,47.305224,-122.576575
16MAR-1004116,120012,47.305384,-122.576365
16MAR-1004116,120013,47.305984,-122.575625
16MAR-1004116,120014,47.306434,-122.575075
16MAR-1004116,120015,47.306624,-122.574895
16MAR-1004116,120016,47.306834,-122.574745
16MAR-1004116,120017,47.306954,-122.574685
16MAR-1004116,120018,47.307204,-122.574625
16MAR-1004116,120019,47.307454,-122.574595
16MAR-1004116,120020,47.307684,-122.574625
16MAR-1004116,120021,47.307894,-122.574705
16MAR-1004116,120022,47.308084,-122.574825
16MAR-1004116,120023,47.308254,-122.574975
16MAR-1004116,120024,47.308354,-122.575065
16MAR-1004116,120025,47.308524,-122.575275
16MAR-1004116,120026,47.308714,-122.575595
16MAR-1004116,120027,47.308824,-122.575855
16MAR-1004116,120028,47.308934,-122.576155
16MAR-1004116,120029,47.309064,-122.576515
16MAR-1004116,120030,47.309444,-122.577555
16MAR-1004116,120031,47.309452,-122.577574
16MAR-1004116,130001,47.309452,-122.577574
16MAR-1004116,130002,47.309634,-122.578025
16MAR-1004116,130003,47.309754,-122.578245
16MAR-1004116,130004,47.309894,-122.578445
16MAR-1004116,130005,47.310134,-122.578695
16MAR-1004116,130006,47.310344,-122.578845
16MAR-1004116,130007,47.310584,-122.578955
16MAR-1004116,130008,47.310834,-122.579015
16MAR-1004116,130009,47.311024,-122.579035
16MAR-1004116,130010,47.311202,-122.579051
16MAR-1004116,140001,47.311202,-122.579051
16MAR-1004116,140002,47.311244,-122.579055
16MAR-1004116,140003,47.311604,-122.579075
16MAR-1004116,140004,47.312004,-122.579075
16MAR-1004116,140005,47.312394,-122.579065
16MAR-1004116,140006,47.312394,-122.579065
16MAR-1004116,150001,47.312394,-122.579065
16MAR-1004116,150002,47.312654,-122.579065
16MAR-1004116,150003,47.313634,-122.579065
16MAR-1004116,150004,47.313814,-122.579055
16MAR-1004116,150005,47.313954,-122.579055
16MAR-1004116,150006,47.314230,-122.579055
16MAR-1004116,160001,47.314230,-122.579055
16MAR-1004116,160002,47.314344,-122.579055
16MAR-1004116,160003,47.314864,-122.579045
16MAR-1004116,160004,47.315114,-122.579045
16MAR-1004116,160005,47.315500,-122.579038
16MAR-1004116,170001,47.315500,-122.579038
16MAR-1004116,170002,47.316254,-122.579025
16MAR-1004116,170003,47.316234,-122.579705
16MAR-1004116,170004,47.316224,-122.582485
16MAR-1004116,170005,47.316224,-122.582885
16MAR-1004116,170006,47.316224,-122.583306
16MAR-1004116,180001,47.316224,-122.583306
16MAR-1004116,180002,47.316224,-122.584595
16MAR-1004116,180003,47.316254,-122.584815
16MAR-1004116,180004,47.316314,-122.584995
16MAR-1004116,180005,47.316414,-122.585145
16MAR-1004116,180006,47.317764,-122.586385
16MAR-1004116,180007,47.317962,-122.586527
16MAR-1004116,180008,47.318044,-122.586585
16MAR-1004116,180009,47.317984,-122.586817
16MAR-1004116,180010,47.318451,-122.587138
16MAR-1004116,190001,47.318451,-122.587138
16MAR-1004116,190002,47.318550,-122.587207
16MAR-1004116,190003,47.318664,-122.586885
16MAR-1004116,190004,47.318794,-122.586915
16MAR-1004116,190005,47.319044,-122.586955
16MAR-1004116,190006,47.320513,-122.586946
16MAR-1004116,200001,47.320513,-122.586946
16MAR-1004116,200002,47.320664,-122.586945
16MAR-1004116,200003,47.320784,-122.586955
16MAR-1004116,200004,47.321004,-122.587005
16MAR-1004116,200005,47.321114,-122.587045
16MAR-1004116,200006,47.321314,-122.587145
16MAR-1004116,200007,47.321534,-122.587325
16MAR-1004116,200008,47.321875,-122.587667
16MAR-1004116,210001,47.321875,-122.587667
16MAR-1004116,210002,47.321914,-122.587705
16MAR-1004116,210003,47.322274,-122.588085
16MAR-1004116,210004,47.322624,-122.588505
16MAR-1004116,210005,47.322894,-122.588205
16MAR-1004116,210006,47.323334,-122.587715
16MAR-1004116,210007,47.323484,-122.587545
16MAR-1004116,210008,47.324104,-122.586845
16MAR-1004116,210009,47.324354,-122.586585
16MAR-1004116,210010,47.324884,-122.586005
16MAR-1004116,210011,47.324954,-122.585935
16MAR-1004116,210012,47.326114,-122.584625
16MAR-1004116,210013,47.327464,-122.583105
16MAR-1004116,210014,47.327768,-122.582757
16MAR-1004116,220001,47.327768,-122.582757
16MAR-1004116,220002,47.328094,-122.582385
16MAR-1004116,220003,47.328034,-122.582195
16MAR-1004116,220004,47.328004,-122.581385
16MAR-1004116,220005,47.327994,-122.580815
16MAR-1004116,220006,47.327994,-122.579895
16MAR-1004116,220007,47.327994,-122.579747
16MAR-1004116,230001,47.327994,-122.579747
16MAR-1004116,230002,47.327994,-122.578705
16MAR-1004116,230003,47.328144,-122.578665
16MAR-1004116,230004,47.328274,-122.578655
16MAR-1004116,230005,47.328554,-122.578675
16MAR-1004116,230006,47.328744,-122.578685
16MAR-1004116,230007,47.328814,-122.578685
16MAR-1004116,230008,47.328934,-122.578765
16MAR-1004116,230009,47.329004,-122.578825
16MAR-1004116,230010,47.329084,-122.578925
16MAR-1004116,230011,47.329174,-122.579125
16MAR-1004116,230012,47.329204,-122.579255
16MAR-1004116,230013,47.329214,-122.579395
16MAR-1004116,230014,47.329234,-122.579835
16MAR-1004116,230015,47.329254,-122.580065
16MAR-1004116,230016,47.329304,-122.580375
16MAR-1004116,230017,47.329334,-122.580605
16MAR-1004116,230018,47.329364,-122.580765
16MAR-1004116,230019,47.329404,-122.580855
16MAR-1004116,230020,47.329444,-122.580905
16MAR-1004116,230021,47.329684,-122.581125
16MAR-1004116,230022,47.330004,-122.581415
16MAR-1004116,230023,47.330699,-122.582035
16MAR-1004116,240001,47.330699,-122.582035
16MAR-1004116,240002,47.330744,-122.582075
16MAR-1004116,240003,47.330784,-122.582115
16MAR-1004116,240004,47.331284,-122.582555
16MAR-1004116,240005,47.331654,-122.582895
16MAR-1004116,240006,47.331754,-122.583015
16MAR-1004116,240007,47.331894,-122.583225
16MAR-1004116,240008,47.331974,-122.583395
16MAR-1004116,240009,47.332094,-122.583645
16MAR-1004116,240010,47.332434,-122.584325
16MAR-1004116,240011,47.332544,-122.584549
16MAR-1004116,250001,47.332544,-122.584549
16MAR-1004116,250002,47.333114,-122.585705
16MAR-1004116,250003,47.333164,-122.585805
16MAR-1004116,250004,47.333424,-122.586335
16MAR-1004116,250005,47.333574,-122.586665
16MAR-1004116,250006,47.333634,-122.586915
16MAR-1004116,250007,47.333644,-122.587165
16MAR-1004116,250008,47.333634,-122.587295
16MAR-1004116,250009,47.333594,-122.587545
16MAR-1004116,250010,47.333444,-122.588305
16MAR-1004116,250011,47.333424,-122.588555
16MAR-1004116,250012,47.333424,-122.588665
16MAR-1004116,250013,47.333444,-122.588785
16MAR-1004116,250014,47.333504,-122.588925
16MAR-1004116,250015,47.333624,-122.589095
16MAR-1004116,250016,47.333694,-122.589165
16MAR-1004116,250017,47.333794,-122.589235
16MAR-1004116,250018,47.333924,-122.589285
16MAR-1004116,250019,47.333971,-122.589283
16MAR-1004116,260001,47.333971,-122.589283
16MAR-1004116,260002,47.334204,-122.589275
16MAR-1004116,260003,47.334454,-122.589275
16MAR-1004116,260004,47.334694,-122.589325
16MAR-1004116,260005,47.334814,-122.589375
16MAR-1004116,260006,47.334944,-122.589465
16MAR-1004116,260007,47.335074,-122.589575
16MAR-1004116,260008,47.335234,-122.589775
16MAR-1004116,260009,47.335364,-122.589995
16MAR-1004116,260010,47.335424,-122.590135
16MAR-1004116,260011,47.335484,-122.590325
16MAR-1004116,260012,47.335744,-122.591345
16MAR-1004116,260013,47.335854,-122.591805
16MAR-1004116,260014,47.335944,-122.592115
16MAR-1004116,260015,47.336034,-122.592365
16MAR-1004116,260016,47.336134,-122.592575
16MAR-1004116,260017,47.336254,-122.592785
16MAR-1004116,260018,47.336324,-122.592895
16MAR-1004116,260019,47.336534,-122.593215
16MAR-1004116,260020,47.336599,-122.593319
16MAR-1004116,270001,47.336599,-122.593319
16MAR-1004116,270002,47.337124,-122.594165
16MAR-1004116,270003,47.337354,-122.593895
16MAR-1004116,270004,47.337574,-122.593695
16MAR-1004116,270005,47.337794,-122.593515
16MAR-1004116,270006,47.337924,-122.593365
16MAR-1004116,270007,47.337984,-122.593245
16MAR-1004116,270008,47.338004,-122.593155
16MAR-1004116,270009,47.338014,-122.593065
16MAR-1004116,270010,47.337994,-122.592875
16MAR-1004116,270011,47.337944,-122.592565
16MAR-1004116,270012,47.337944,-122.592385
16MAR-1004116,270013,47.337954,-122.592235
16MAR-1004116,270014,47.337994,-122.592035
16MAR-1004116,270015,47.338054,-122.591865
16MAR-1004116,270016,47.338224,-122.591525
16MAR-1004116,270017,47.338274,-122.591415
16MAR-1004116,270018,47.338594,-122.590885
16MAR-1004116,270019,47.338964,-122.590355
16MAR-1004116,270020,47.339294,-122.589875
16MAR-1004116,270021,47.339534,-122.589535
16MAR-1004116,270022,47.339568,-122.589495
16MAR-1004116,280001,47.339568,-122.589495
16MAR-1004116,280002,47.339684,-122.589355
16MAR-1004116,280003,47.339814,-122.589215
16MAR-1004116,280004,47.339984,-122.589055
16MAR-1004116,280005,47.340054,-122.589135
16MAR-1004116,280006,47.340114,-122.589185
16MAR-1004116,280007,47.340194,-122.589205
16MAR-1004116,280008,47.340554,-122.589205
16MAR-1004116,280009,47.342054,-122.589215
16MAR-1004116,280010,47.342334,-122.589215
16MAR-1004116,280011,47.342336,-122.589215
16MAR-1004116,290001,47.342336,-122.589215
16MAR-1004116,290002,47.343974,-122.589225
16MAR-1004116,290003,47.345364,-122.589215
16MAR-1004116,290004,47.345532,-122.589209
16MAR-1004116,300001,47.345532,-122.589209
16MAR-1004116,300002,47.345904,-122.589195
16MAR-1004116,300003,47.346634,-122.589205
16MAR-1004116,300004,47.347014,-122.589215
16MAR-1004116,300005,47.348064,-122.589215
16MAR-1004116,300006,47.348494,-122.589225
16MAR-1004116,300007,47.348934,-122.589225
16MAR-1004116,300008,47.349079,-122.589228
16MAR-1004116,310001,47.349079,-122.589228
16MAR-1004116,310002,47.349474,-122.589235
16MAR-1004116,310003,47.349774,-122.589235
16MAR-1004116,310004,47.350434,-122.589245
16MAR-1004116,310005,47.350587,-122.589247
16MAR-1004116,320001,47.350587,-122.589247
16MAR-1004116,320002,47.351274,-122.589255
16MAR-1004116,320003,47.351814,-122.589265
16MAR-1004116,320004,47.352584,-122.589265
16MAR-1004116,320005,47.353054,-122.589275
16MAR-1004116,320006,47.353534,-122.589275
16MAR-1004116,320007,47.353845,-122.589282
16MAR-1004116,330001,47.353845,-122.589282
16MAR-1004116,330002,47.354004,-122.589285
16MAR-1004116,330003,47.355154,-122.589285
16MAR-1004116,330004,47.356351,-122.589276
16MAR-1004116,340001,47.356351,-122.589276
16MAR-1004116,340002,47.356394,-122.589275
16MAR-1004116,340003,47.357454,-122.589295
16MAR-1004116,340004,47.357914,-122.589305
16MAR-1004116,340005,47.358614,-122.589315
16MAR-1004116,340006,47.359184,-122.589315
16MAR-1004116,340007,47.359304,-122.589325
16MAR-1004116,340008,47.359664,-122.589335
16MAR-1004116,340009,47.359804,-122.589345
16MAR-1004116,340010,47.359814,-122.589275
16MAR-1004116,340011,47.359854,-122.589225
16MAR-1004116,340012,47.359904,-122.589215
16MAR-1004116,340013,47.359944,-122.589235
16MAR-1004116,340014,47.359974,-122.589285
16MAR-1004116,340015,47.359984,-122.589345
16MAR-1004116,340016,47.359974,-122.589405
16MAR-1004116,340017,47.359934,-122.589465
16MAR-1004116,340018,47.359894,-122.589485
16MAR-1004116,340019,47.359884,-122.589755
16MAR-1004116,340020,47.359874,-122.590075
16MAR-1004116,340021,47.359854,-122.590325
16MAR-1004116,340022,47.359824,-122.590585
16MAR-1004116,340023,47.359764,-122.591225
16MAR-1004116,340024,47.359744,-122.591725
16MAR-1004116,340025,47.359724,-122.592625
16MAR-1004116,340026,47.359724,-122.593365
16MAR-1004116,340027,47.359734,-122.593915
16MAR-1004116,340028,47.359794,-122.595535
16MAR-1004116,340029,47.359874,-122.598015
16MAR-1004116,340030,47.359924,-122.599185
16MAR-1004116,340031,47.359944,-122.600145
16MAR-1004116,340032,47.359984,-122.601145
16MAR-1004116,340033,47.359984,-122.601275
16MAR-1004116,340034,47.360014,-122.601275
16MAR-1004116,340035,47.360064,-122.601315
16MAR-1004116,340036,47.360104,-122.601395
16MAR-1004116,340037,47.360114,-122.601485
16MAR-1004116,340038,47.360094,-122.601575
16MAR-1004116,340039,47.360054,-122.601655
16MAR-1004116,340040,47.360014,-122.601695
16MAR-1004116,340041,47.359984,-122.601705
16MAR-1004116,340042,47.359984,-122.601955
16MAR-1004116,340043,47.359964,-122.602805
16MAR-1004116,340044,47.359944,-122.603395
16MAR-1004116,340045,47.359904,-122.604535
16MAR-1004116,340046,47.359864,-122.604995
16MAR-1004116,340047,47.359844,-122.605145
16MAR-1004116,340048,47.359804,-122.605435
16MAR-1004116,340049,47.359734,-122.605795
16MAR-1004116,340050,47.359691,-122.605969
16MAR-1004116,350001,47.359691,-122.605969
16MAR-1004116,350002,47.359624,-122.606245
16MAR-1004116,350003,47.359684,-122.606285
16MAR-1004116,350004,47.359724,-122.606355
16MAR-1004116,350005,47.359734,-122.606445
16MAR-1004116,350006,47.359724,-122.606545
16MAR-1004116,350007,47.359694,-122.606615
16MAR-1004116,350008,47.359654,-122.606665
16MAR-1004116,350009,47.359594,-122.606685
16MAR-1004116,350010,47.359534,-122.606675
16MAR-1004116,350011,47.359484,-122.606625
16MAR-1004116,350012,47.359454,-122.606545
16MAR-1004116,350013,47.359454,-122.606465
16MAR-1004116,350014,47.359464,-122.606415
16MAR-1004116,350015,47.359474,-122.606355
16MAR-1004116,350016,47.359514,-122.606285
16MAR-1004116,350017,47.359564,-122.606245
16MAR-1004116,350018,47.359624,-122.606245
16MAR-1004116,350019,47.359734,-122.605795
16MAR-1004116,350020,47.359804,-122.605435
16MAR-1004116,350021,47.359844,-122.605145
16MAR-1004116,350022,47.359864,-122.604995
16MAR-1004116,350023,47.359904,-122.604535
16MAR-1004116,350024,47.359944,-122.603395
16MAR-1004116,350025,47.359964,-122.602805
16MAR-1004116,350026,47.359983,-122.602002
16MAR-1004116,360001,47.359983,-122.602002
16MAR-1004116,360002,47.359984,-122.601955
16MAR-1004116,360003,47.359984,-122.601705
16MAR-1004116,360004,47.359924,-122.601695
16MAR-1004116,360005,47.359884,-122.601655
16MAR-1004116,360006,47.359844,-122.601565
16MAR-1004116,360007,47.359844,-122.601485
16MAR-1004116,360008,47.359854,-122.601405
16MAR-1004116,360009,47.359884,-122.601335
16MAR-1004116,360010,47.359924,-122.601295
16MAR-1004116,360011,47.359984,-122.601275
16MAR-1004116,360012,47.359984,-122.601145
16MAR-1004116,360013,47.359944,-122.600145
16MAR-1004116,360014,47.359924,-122.599185
16MAR-1004116,360015,47.359874,-122.598015
16MAR-1004116,360016,47.359794,-122.595535
16MAR-1004116,360017,47.359734,-122.593915
16MAR-1004116,360018,47.359724,-122.593365
16MAR-1004116,360019,47.359724,-122.592625
16MAR-1004116,360020,47.359744,-122.591725
16MAR-1004116,360021,47.359764,-122.591225
16MAR-1004116,360022,47.359824,-122.590585
16MAR-1004116,360023,47.359854,-122.590325
16MAR-1004116,360024,47.359874,-122.590075
16MAR-1004116,360025,47.359884,-122.589755
16MAR-1004116,360026,47.359894,-122.589485
16MAR-1004116,360027,47.359854,-122.589475
16MAR-1004116,360028,47.359814,-122.589415
16MAR-1004116,360029,47.359804,-122.589345
16MAR-1004116,360030,47.359814,-122.589275
16MAR-1004116,360031,47.359854,-122.589225
16MAR-1004116,360032,47.359904,-122.589215
16MAR-1004116,360033,47.359944,-122.589235
16MAR-1004116,360034,47.359974,-122.589285
16MAR-1004116,360035,47.359984,-122.589345
16MAR-1004116,360036,47.360124,-122.589335
16MAR-1004116,360037,47.360514,-122.589325
16MAR-1004116,360038,47.361014,-122.589335
16MAR-1004116,360039,47.361754,-122.589345
16MAR-1004116,360040,47.361993,-122.589340
16MAR-1004116,370001,47.361993,-122.589340
16MAR-1004116,370002,47.362204,-122.589335
16MAR-1004116,370003,47.364094,-122.589315
16MAR-1004116,370004,47.364534,-122.589315
16MAR-1004116,370005,47.365794,-122.589315
16MAR-1004116,370006,47.365944,-122.589315
16MAR-1004116,380001,47.365944,-122.589315
16MAR-1004116,380002,47.368614,-122.589315
16MAR-1004116,380003,47.369494,-122.589305
16MAR-1004116,380004,47.370404,-122.589305
16MAR-1004116,380005,47.370558,-122.589305
16MAR-1004116,390001,47.370558,-122.589305
16MAR-1004116,390002,47.370774,-122.589305
16MAR-1004116,390003,47.371064,-122.589315
16MAR-1004116,390004,47.371814,-122.589305
16MAR-1004116,390005,47.372224,-122.589275
16MAR-1004116,390006,47.372644,-122.589285
16MAR-1004116,390007,47.372964,-122.589295
16MAR-1004116,390008,47.373174,-122.589295
16MAR-1004116,390009,47.373944,-122.589305
16MAR-1004116,390010,47.374454,-122.589285
16MAR-1004116,390011,47.374594,-122.589285
16MAR-1004116,390012,47.374818,-122.589277
16MAR-1004116,400001,47.374818,-122.589277
16MAR-1004116,400002,47.375424,-122.589255
16MAR-1004116,400003,47.376304,-122.589235
16MAR-1004116,400004,47.376744,-122.589225
16MAR-1004116,400005,47.377694,-122.589215
16MAR-1004116,400006,47.378144,-122.589215
16MAR-1004116,400007,47.378359,-122.589211
16MAR-1004116,410001,47.378359,-122.589211
16MAR-1004116,410002,47.379174,-122.589195
16MAR-1004116,410003,47.380424,-122.589165
16MAR-1004116,410004,47.381264,-122.589125
16MAR-1004116,410005,47.381724,-122.589125
16MAR-1004116,410006,47.382684,-122.589105
16MAR-1004116,410007,47.382854,-122.589098
16MAR-1004116,420001,47.382854,-122.589098
16MAR-1004116,420002,47.383894,-122.589055
16MAR-1004116,420003,47.384564,-122.589055
16MAR-1004116,420004,47.385834,-122.589025
16MAR-1004116,420005,47.386454,-122.589025
16MAR-1004116,420006,47.386744,-122.589015
16MAR-1004116,420007,47.387973,-122.588983
16MAR-1004116,430001,47.387973,-122.588983
16MAR-1004116,430002,47.389064,-122.588955
16MAR-1004116,430003,47.389054,-122.592875
16MAR-1004116,430004,47.389054,-122.593685
16MAR-1004116,430005,47.389046,-122.594044
16MAR-1004116,440001,47.389046,-122.594044
16MAR-1004116,440002,47.389044,-122.594125
16MAR-1004116,440003,47.389044,-122.594725
16MAR-1004116,440004,47.389004,-122.597175
16MAR-1004116,440005,47.389004,-122.598612
16MAR-1004116,450001,47.389004,-122.598612
16MAR-1004116,450002,47.389004,-122.598715
16MAR-1004116,450003,47.388985,-122.604034
16MAR-1004116,460001,47.388985,-122.604034
16MAR-1004116,460002,47.388984,-122.604185
16MAR-1004116,460003,47.388994,-122.605935
16MAR-1004116,460004,47.389004,-122.606845
16MAR-1004116,460005,47.389032,-122.609016
16MAR-1004116,470001,47.389032,-122.609016
16MAR-1004116,470002,47.389044,-122.610005
