Vehicle_Id,Timestamp,Trip_Id,Route_Id,Latitude,Longitude
3688,1459730579,30772825,100259,47.668762,-122.316284
2748,1459560962,[],[],47.762596,-122.19546
4312,1459560185,[],[],47.611633,-122.290054
1135,1459494600,[],[],47.687855,-122.09295
7087,1459730619,30942222,100219,47.634743,-122.35657
4167,1459580487,[],[],47.57762,-122.29681
2515,1459668075,[],[],47.69061,-122.3767
4602,1459562822,[],[],47.615437,-122.19541
4324,1459561540,[],[],47.599194,-122.32589
7244,1459469720,[],[],47.7575,-122.24408
7006,1459730677,30974021,100024,47.566933,-122.363304
3651,1459724033,[],[],47.593204,-122.32905
2489,1459558382,[],[],47.732315,-122.34827
2762,1459730696,30941185,100224,47.66214,-122.35212
7035,1459730579,30940666,100173,47.608757,-122.33688
6211,1459560903,[],[],47.521072,-122.376976
6031,1459581890,[],[],47.676662,-122.12497
2649,1459555441,[],[],47.74468,-122.35566
2503,1459572666,[],[],47.70363,-122.32315
2668,1459677314,[],[],47.46399,-122.28803
3522,1459557587,[],[],47.579857,-122.14902
4331,1459560888,[],[],47.593246,-122.29277
4233,1459501020,[],[],47.605385,-122.32075
2482,1459655467,[],[],47.653214,-122.31289
3659,1459651150,[],[],47.72183,-122.293724
6021,1459660810,[],[],47.67852,-122.12561
2634,1459576249,[],[],47.603676,-122.33224
4317,1459574090,[],[],47.602818,-122.33145
7067,1459576781,[],[],47.60503,-122.33347
3619,1459474579,[],[],47.774166,-122.339386
6878,1459649110,[],[],47.386703,-122.24274
4194,1459583708,[],[],47.618206,-122.2851
4364,1459561388,[],[],47.599197,-122.328445
6946,1459730619,31061187,102574,47.632946,-122.34072
3731,1459730674,30898896,100113,47.646976,-122.142914
4173,1459561180,[],[],47.578342,-122.290695
6113,1459559344,[],[],47.77455,-122.34149
7142,1459563808,[],[],47.36523,-122.01956
7159,1459727396,[],[],47.469967,-122.337456
3666,1459496901,[],[],47.733788,-122.29693
6899,1459559387,[],[],47.5817,-122.151955
4370,1459560184,[],[],47.63265,-122.31249
6206,1459636107,[],[],47.77442,-122.34274
2683,1459668387,[],[],47.602276,-122.31843
2496,1459616869,[],[],47.59898,-122.297424
2715,1459664028,[],[],47.600243,-122.33028
7114,1459569143,[],[],47.479713,-122.20962
7053,1459664849,[],[],47.583153,-122.38647
7160,1459730677,29664910,100469,47.466736,-122.3082
2644,1459730490,30941665,100263,47.590298,-122.30727
7190,1459538121,[],[],47.294456,-122.3589
7243,1459730674,30898651,100133,47.495502,-122.20223
3645,1459730676,30904219,100151,47.702347,-122.327156
6016,1459730539,29664951,100512,47.422375,-122.29648
3711,1459560186,[],[],47.494442,-122.46808
7105,1459730577,30910260,100249,47.58075,-122.31355
6939,1459728897,[],[],47.61451,-122.33084
6830,1459556244,[],[],47.479904,-122.20786
2443,1459559827,[],[],47.733944,-122.31199
3747,1459730657,30772338,100205,47.71066,-122.31731
4305,1459592103,[],[],47.59919,-122.31768
2356,1459554525,[],[],47.67328,-122.32036
7073,1459552668,[],[],47.623146,-122.32092
3612,1459730590,30772910,100214,47.724255,-122.29267
6837,1459480059,[],[],47.660755,-122.09464
7149,1459557682,[],[],47.523018,-122.39297
4506,1459564261,[],[],47.599197,-122.32838
6885,1459645691,[],[],47.38669,-122.23326
2665,1459563121,[],[],47.689617,-122.28532
3691,1459649566,[],[],47.63685,-122.3949
2564,1459556128,[],[],47.595325,-122.30222
3720,1459651467,[],[],47.75719,-122.151436
2737,1459663007,[],[],47.601868,-122.33054
2525,1459730636,30904134,100275,47.62458,-122.35549
2736,1459591630,[],[],47.463985,-122.288025
2386,1459668090,[],[],47.639973,-122.40099
2608,1459557243,[],[],47.704533,-122.374084
2536,1459582350,[],[],47.702503,-122.32741
6819,1459730532,30897914,100146,47.688053,-122.209785
2709,1459627389,[],[],47.746567,-122.35781
6048,1459730519,30909235,102576,47.606945,-122.33558
7183,1459663732,[],[],47.295345,-122.359985
2801,1459509239,[],[],47.46398,-122.28801
2790,1459730597,30909527,100229,47.70309,-122.35543
2359,1459559941,[],[],47.66866,-122.39218
7112,1459558161,[],[],47.386524,-122.30227
2777,1459730590,30941033,100224,47.66805,-122.398315
7166,1459730678,29665049,100026,47.54481,-122.382576
1105,1459561441,[],[],47.542168,-122.06215
4168,1459471360,[],[],47.599194,-122.32803
7227,1459653106,[],[],47.759247,-122.24517
2742,1459570408,[],[],47.71929,-122.29737
3581,1459564922,[],[],47.644943,-122.132286
3392,1459471560,[],[],47.757404,-122.24978
2714,1459730636,30908979,100229,47.66184,-122.35399
7028,1459558387,[],[],47.587646,-122.28649
6859,1459730617,29664787,100045,47.482124,-122.26788
7121,1459730691,30940908,100210,47.579292,-122.31221
7211,1459575546,[],[],47.65633,-122.312065
3640,1459730011,[],[],47.65531,-122.31166
6978,1459561507,[],[],47.67341,-122.101006
3611,1459651751,[],[],47.62094,-122.35661
2779,1459675233,[],[],47.599186,-122.32223
2722,1459554423,[],[],47.470406,-122.340294
2881,1459730557,30903715,100228,47.649742,-122.30602
6906,1459528699,[],[],47.613087,-122.33639
2652,1459523760,[],[],47.612457,-122.33789
2541,1459560602,[],[],47.59067,-122.29744
7205,1459557925,[],[],47.7068,-122.2105
4182,1459578643,[],[],47.59919,-122.32377
6849,1459559525,[],[],47.6681,-122.10014
6019,1459687531,[],[],47.43507,-122.29545
6919,1459561201,[],[],47.75719,-122.151436
4358,1459559526,[],[],47.59919,-122.32509
4338,1459573950,[],[],47.59919,-122.323814
6962,1459562046,[],[],47.71611,-122.323494
3700,1459730637,29664347,100006,47.523304,-122.26889
7106,1459730571,30941281,100001,47.599197,-122.32838
4342,1459567267,[],[],47.599186,-122.31927
7157,1459730692,29664402,100061,47.48104,-122.207855
2520,1459565123,[],[],47.62458,-122.35659
4380,1459474482,[],[],47.599197,-122.32942
2321,1459586868,[],[],47.69792,-122.32845
7235,1459730650,30899103,100136,47.66645,-122.147934
2314,1459557642,[],[],47.66167,-122.3251
2794,1459730591,30942062,100264,47.665634,-122.3142
6999,1459556243,[],[],47.580254,-122.174095
2623,1459558981,[],[],47.774548,-122.342094
2500,1459560602,[],[],47.329807,-122.245125
6200,1459730657,30909392,102581,47.676895,-122.37676
7011,1459730654,30974054,100024,47.524414,-122.364525
2565,1459561007,[],[],47.62519,-122.321175
6841,1459730619,30897894,100146,47.63176,-122.32439
3626,1459730551,30904324,100031,47.514378,-122.312805
7164,1459730697,29665067,100026,47.461544,-122.251236
4226,1459590207,[],[],47.603394,-122.31958
7206,1459561761,[],[],47.74213,-121.98589
6992,1459558568,[],[],47.714817,-122.18447
2871,1459723157,[],[],47.675774,-122.275734
6824,1459572341,[],[],47.720966,-122.294235
4509,1459565987,[],[],47.608288,-122.33646
6958,1459671390,[],[],47.480167,-122.2078
1192,1459730657,30899024,100139,47.580173,-122.19231
2572,1459560647,[],[],47.487953,-122.11681
2399,1459562784,[],[],47.315205,-122.30361
1143,1459647974,[],[],47.643803,-122.13315
2884,1459730679,30904091,100275,47.581127,-122.2969
2873,1459560663,[],[],47.675774,-122.27525
3725,1459730696,30898758,100448,47.685486,-122.095924
3321,1459558020,[],[],47.73126,-122.17511
3644,1459670008,[],[],47.699127,-122.30429
2517,1459561784,[],[],47.52331,-122.27407
2763,1459668232,[],[],47.60961,-122.33767
6911,1459559840,[],[],47.66003,-122.09391
2721,1459658668,[],[],47.71929,-122.29745
6861,1459639345,[],[],47.4805,-122.2079
6027,1459574281,[],[],47.677578,-122.12555
6905,1459556241,[],[],47.756504,-122.15295
6075,1459730690,30909843,102615,47.77416,-122.34533
6101,1459730650,29665408,102619,47.498047,-122.20107
2635,1459681831,[],[],47.46398,-122.28801
7074,1459647249,[],[],47.523933,-122.36467
7045,1459564609,[],[],47.480705,-122.20826
7016,1459730691,29664453,100072,47.294456,-122.3589
6205,1459559101,[],[],47.521034,-122.36896
2786,1459730596,30941666,100263,47.577477,-122.297485
3604,1459730550,30904431,100031,47.493015,-122.29926
3633,1459730638,30904156,100169,47.652042,-122.34682
3485,1459533107,[],[],47.653625,-122.31213
2364,1459560180,[],[],47.48481,-122.14831
4325,1459586385,[],[],47.578346,-122.2931
2651,1459730693,30941034,100224,47.662144,-122.34954
2442,1459582566,[],[],47.690586,-122.38452
6860,1459730670,29664727,100003,47.611862,-122.33587
2772,1459557967,[],[],47.68837,-122.28528
7134,1459730596,29664879,100469,47.306225,-122.23197
2883,1459730575,30903780,100228,47.577557,-122.29721
7023,1459560782,[],[],47.62458,-122.35588
6006,1459730672,29664661,100512,47.362457,-122.30694
7226,1459637952,[],[],47.678993,-122.197
3701,1459651989,[],[],47.443844,-122.15268
2699,1459730679,30909011,100229,47.65378,-122.349655
4377,1459584009,[],[],47.599503,-122.329956
4169,1459582205,[],[],47.632446,-122.30732
4174,1459582269,[],[],47.607014,-122.33529
4366,1459561601,[],[],47.538345,-122.28192
7220,1459730696,30898966,100162,47.55955,-122.08672
4199,1459581201,[],[],47.59919,-122.3247
7187,1459663748,[],[],47.381878,-122.22018
7033,1459730591,30941374,100001,47.645348,-122.37017
2409,1459562448,[],[],47.30025,-122.3609
2804,1459730676,30941161,100224,47.66206,-122.34685
6977,1459730619,29664752,100005,47.55156,-122.319214
4332,1459561201,[],[],47.5766,-122.28649
2307,1459561483,[],[],47.668663,-122.39144
2893,1459730636,30903864,100252,47.602676,-122.3344
6111,1459730659,30909888,102615,47.75659,-122.34582
7182,1459650208,[],[],47.275635,-122.218575
2707,1459730659,30909550,100101,47.52103,-122.36796
6851,1459564026,[],[],47.714817,-122.18463
4205,1459566607,[],[],47.599194,-122.327995
2659,1459558704,[],[],47.774155,-122.345924
1133,1459564260,[],[],47.551975,-122.05383
2534,1459560627,[],[],47.47415,-122.21571
2650,1459642110,[],[],47.698616,-122.32845
2311,1459730572,30903783,100228,47.66098,-122.30951
6873,1459561046,[],[],47.480404,-122.20802
7120,1459730591,30940933,100210,47.61241,-122.33858
3692,1459668409,[],[],47.70251,-122.32716
2335,1459566488,[],[],47.701332,-122.32429
4223,1459564385,[],[],47.604874,-122.32075
7210,1459560206,[],[],47.570793,-122.17447
4361,1459574947,[],[],47.599194,-122.32798
6921,1459581261,[],[],47.743755,-122.18489
2764,1459673990,[],[],47.69655,-122.328445
7003,1459559746,[],[],47.520462,-122.389595
6088,1459729476,[],[],47.62607,-122.33426
2738,1459719236,[],[],47.59919,-122.323616
3449,1459581506,[],[],47.613743,-122.19472
2689,1459730690,30909611,100229,47.690117,-122.3553
2315,1459730692,30903865,100252,47.661385,-122.33412
6955,1459670168,[],[],47.457207,-122.25437
7158,1459581006,[],[],47.480934,-122.20782
7161,1459730597,29664292,100026,47.467987,-122.26677
4215,1459552964,[],[],47.61166,-122.32076
2511,1459557881,[],[],47.478703,-122.16349
7141,1459662726,[],[],47.276672,-122.21533
3684,1459666909,[],[],47.77445,-122.34257
2385,1459559301,[],[],47.774536,-122.34244
7113,1459730618,30903305,100009,47.615246,-122.31939
3732,1459730693,29664329,100006,47.482082,-122.21863
4240,1459560381,[],[],47.60385,-122.3324
2877,1459730670,30903399,100132,47.654095,-122.41175
6052,1459730578,30909390,102581,47.612427,-122.34094
6213,1459730652,30909889,102615,47.618088,-122.34356
2379,1459561787,[],[],47.48768,-122.14834
2743,1459561607,[],[],47.769524,-122.34594
7072,1459730417,30941479,100227,47.626495,-122.32658
7133,1459730693,29664909,100469,47.37964,-122.23105
2720,1459529800,[],[],47.655716,-122.31208
6927,1459564050,[],[],47.731266,-122.173454
1187,1459730637,30899038,100139,47.63664,-122.14327
6099,1459730558,30909941,102615,47.6048,-122.33327
6083,1459565309,[],[],47.602623,-122.331276
7174,1459730676,29664574,100489,47.434612,-122.30578
3606,1459670795,[],[],47.694435,-122.2752
1104,1459559966,[],[],47.542778,-122.06217
2434,1459558260,[],[],47.648426,-122.38467
6061,1459595751,[],[],47.774548,-122.34197
6212,1459561523,[],[],47.690285,-122.37681
4334,1459572666,[],[],47.612896,-122.31669
7186,1459554820,[],[],47.358128,-122.29196
2682,1459561502,[],[],47.774532,-122.34252
3560,1459560747,[],[],47.58542,-122.14273
4316,1459501017,[],[],47.60161,-122.33026
7236,1459730639,30898965,100162,47.659718,-122.31198
2499,1459470562,[],[],47.695953,-122.33545
3627,1459671251,[],[],47.470448,-122.336716
7047,1459667150,[],[],47.461586,-122.2506
2441,1459579626,[],[],47.701443,-122.32731
7154,1459659731,[],[],47.390568,-122.31179
6893,1459575421,[],[],47.481216,-122.20932
2785,1459730412,[],[],47.65056,-122.30683
6823,1459649969,[],[],47.597633,-122.32811
2308,1459557746,[],[],47.685047,-122.25561
4373,1459533847,[],[],47.60522,-122.32555
4322,1459561708,[],[],47.60713,-122.30503
7077,1459730595,30940747,100039,47.57646,-122.28625
6912,1459730673,30897848,100146,47.611332,-122.33745
7050,1459662791,[],[],47.361694,-122.020966
2636,1459730598,30941743,100263,47.586605,-122.30445
6863,1459561687,[],[],47.460266,-122.14683
7054,1459666495,[],[],47.56282,-122.38813
3634,1459730650,30904432,100031,47.54987,-122.32958
6077,1459557103,[],[],47.69206,-122.3768
1129,1459524398,[],[],47.632584,-122.13647
6926,1459653055,[],[],47.597633,-122.32811
2626,1459730678,30941745,100263,47.612595,-122.33835
4252,1459581690,[],[],47.599197,-122.32838
2378,1459525058,[],[],47.653328,-122.31216
4190,1459576162,[],[],47.599194,-122.32803
7200,1459581948,[],[],47.714455,-122.18043
6034,1459575201,[],[],47.615532,-122.19573
7170,1459656427,[],[],47.299973,-122.3609
2692,1459561581,[],[],47.746067,-122.33462
3643,1459587001,[],[],47.463985,-122.288025
6883,1459730559,29664753,100005,47.48587,-122.22949
6949,1459558182,[],[],47.2897,-122.309875
2735,1459647688,[],[],47.599186,-122.3218
3677,1459667067,[],[],47.770645,-122.382484
2573,1459528187,[],[],47.626835,-122.32095
7080,1459730636,30976715,100217,47.522774,-122.26452
7055,1459654348,[],[],47.469967,-122.337456
7147,1459653453,[],[],47.5082,-122.37059
6821,1459471422,[],[],47.690815,-122.30745
2691,1459583105,[],[],47.720306,-122.294624
2370,1459555328,[],[],47.327442,-122.24515
7207,1459569444,[],[],47.71482,-122.178375
4308,1459587771,[],[],47.599194,-122.32803
4206,1459565200,[],[],47.599194,-122.3276
2780,1459628886,[],[],47.47044,-122.33688
2690,1459655729,[],[],47.601868,-122.33054
3657,1459730534,30771990,100193,47.64688,-122.35099
3746,1459561028,[],[],47.708588,-122.32224
2365,1459574410,[],[],47.73211,-122.31125
2675,1459730693,30941738,100263,47.523304,-122.26822
6956,1459558903,[],[],47.612663,-122.33395
7179,1459730670,29664483,100072,47.315166,-122.33244
3739,1459730559,30772304,100204,47.777424,-122.29788
3697,1459662588,[],[],47.470455,-122.33621
2459,1459553884,[],[],47.68983,-122.39686
2456,1459730558,30903344,100023,47.548065,-122.31609
3220,1459561384,[],[],47.758274,-122.24879
4508,1459581310,[],[],47.60068,-122.33027
2876,1459730439,30978904,100225,47.690296,-122.397995
3514,1459557802,[],[],47.75808,-122.24976
2706,1459673493,[],[],47.66132,-122.32111
2679,1459730576,30909612,100229,47.605507,-122.333916
2758,1459730691,31061188,102574,47.69303,-122.37662
7195,1459730652,29664279,100061,47.471848,-122.21181
2728,1459559702,[],[],47.715096,-122.32346
4224,1459533701,[],[],47.51581,-122.257065
3713,1459669228,[],[],47.486465,-122.21992
3459,1459557340,[],[],47.644886,-122.30004
7076,1459670570,[],[],47.52464,-122.364525
2885,1459730693,30903364,100023,47.463966,-122.28798
6941,1459565027,[],[],47.6902,-122.29006
2463,1459664952,[],[],47.68939,-122.397026
2618,1459560724,[],[],47.774548,-122.34184
4212,1459491782,[],[],47.56072,-122.287
6850,1459697676,[],[],47.643784,-122.19673
6972,1459558025,[],[],47.61282,-122.33359
7168,1459730530,29664306,100061,47.44135,-122.21281
2526,1459564045,[],[],47.463966,-122.28798
6968,1459558141,[],[],47.585888,-122.2277
7119,1459577482,[],[],47.524414,-122.364525
6937,1459730175,[],[],47.597622,-122.32811
3718,1459654749,[],[],47.613758,-122.19573
7213,1459729338,[],[],47.65744,-122.309715
4196,1459559144,[],[],47.599194,-122.327995
6011,1459730675,29665499,102619,47.45619,-122.25437
6214,1459556726,[],[],47.539276,-122.390884
3391,1459553202,[],[],47.61789,-122.18856
7162,1459730678,29664908,100469,47.282913,-122.22134
4177,1459575870,[],[],47.60961,-122.33767
4208,1459562308,[],[],47.611843,-122.33607
3671,1459560384,[],[],47.785637,-122.31498
2508,1459558161,[],[],47.605507,-122.333916
2340,1459559468,[],[],47.598583,-122.29743
1139,1459577330,[],[],47.6826,-122.09956
4229,1459559043,[],[],47.599194,-122.32752
6963,1459665869,[],[],47.722843,-122.29322
6086,1459493866,[],[],47.603436,-122.332016
7188,1459494099,[],[],47.503036,-122.17073
2625,1459476698,[],[],47.544247,-122.04956
2670,1459563566,[],[],47.75755,-122.24439
7019,1459561206,[],[],47.6354,-122.27714
2642,1459730670,31061141,102574,47.602657,-122.33131
4191,1459561381,[],[],47.599194,-122.3278
7242,1459730599,30898660,100133,47.5376,-122.16469
7233,1459730596,30898812,100127,47.677998,-122.201385
6003,1459669895,[],[],47.4982,-122.20078
2712,1459727479,[],[],47.521015,-122.36642
3641,1459663707,[],[],47.59611,-122.2877
4360,1459583930,[],[],47.58345,-122.293
6839,1459560620,[],[],47.731667,-122.17562
7228,1459521386,[],[],47.68131,-122.185936
3749,1459730599,29664519,100006,47.49699,-122.24569
6934,1459581224,[],[],47.70859,-122.32301
7150,1459580986,[],[],47.38332,-122.23013
3237,1459472621,[],[],47.583187,-122.14285
3383,1459565384,[],[],47.585373,-122.143776
3722,1459572170,[],[],47.404892,-122.46472
6914,1459633547,[],[],47.74143,-122.187614
3678,1459730556,30772948,100214,47.713367,-122.29873
2611,1459730629,31061142,102574,47.68661,-122.38759
7140,1459558861,[],[],47.363277,-122.17646
2533,1459535584,[],[],47.470467,-122.33564
3519,1459581628,[],[],47.57994,-122.15128
2604,1459729797,[],[],47.703163,-122.327255
7032,1459559283,[],[],47.70134,-122.32488
7128,1459563560,[],[],47.690575,-122.39218
7241,1459665033,[],[],47.61374,-122.19457
2373,1459557603,[],[],47.75748,-122.24397
6012,1459730633,29665435,102619,47.458714,-122.25437
2771,1459670732,[],[],47.600388,-122.33027
7189,1459730577,29664291,100026,47.590614,-122.38721
6868,1459558928,[],[],47.76226,-122.19606
9550,1459471417,[],[],47.58016,-122.152
4345,1459565448,[],[],47.599194,-122.32731
6920,1459730571,31061167,102574,47.630657,-122.34098
3637,1459647832,[],[],47.703465,-122.32315
3670,1459654506,[],[],47.703148,-122.32369
2658,1459558724,[],[],47.77258,-122.28781
4237,1459564100,[],[],47.5992,-122.315155
3340,1459560184,[],[],47.731236,-122.1708
6076,1459672509,[],[],47.69474,-122.37543
3685,1459668630,[],[],47.702293,-122.32715
2792,1459730679,30940909,100210,47.614407,-122.338295
2754,1459552864,[],[],47.634747,-122.32336
6069,1459730677,30909391,102581,47.637264,-122.37619
4513,1459562988,[],[],47.605324,-122.32075
4315,1459471882,[],[],47.61276,-122.3415
4306,1459585743,[],[],47.599194,-122.32803
3531,1459564588,[],[],47.579716,-122.1453
3559,1459566927,[],[],47.633244,-122.137
4303,1459564204,[],[],47.599194,-122.32803
6207,1459729856,[],[],47.604572,-122.33306
4603,1459564841,[],[],47.569077,-122.16508
3607,1459730570,30772099,100254,47.66712,-122.28481
2766,1459637272,[],[],47.47,-122.336914
2898,1459730553,30904135,100275,47.623196,-122.29637
3275,1459557585,[],[],47.755142,-122.15521
6903,1459559948,[],[],47.734547,-122.29244
3705,1459730610,30898718,100128,47.676517,-122.203445
7191,1459730559,29665140,100058,47.379562,-122.26549
2781,1459676771,[],[],47.6058,-122.32075
6892,1459640326,[],[],47.614162,-122.331726
6117,1459566607,[],[],47.774532,-122.34252
6928,1459561125,[],[],47.743607,-122.18565
6875,1459558761,[],[],47.480137,-122.20786
3614,1459647608,[],[],47.784615,-122.297615
4352,1459559103,[],[],47.599194,-122.32803
6965,1459558142,[],[],47.751717,-122.2809
6089,1459667214,[],[],47.46399,-122.28803
7155,1459666386,[],[],47.31532,-122.18209
3260,1459557681,[],[],47.716553,-122.18755
6843,1459556787,[],[],47.598778,-122.32767
7248,1459657929,[],[],47.529507,-122.03655
3635,1459730558,30903645,100194,47.65146,-122.384674
6800,1459730630,29664728,100003,47.480106,-122.20802
7173,1459730570,29664877,100469,47.46984,-122.33751
3663,1459661809,[],[],47.69092,-122.28874
2606,1459596930,[],[],47.611084,-122.33902
2879,1459730678,30978836,100225,47.650578,-122.30594
2811,1459730676,30941744,100263,47.599197,-122.32967
7051,1459611488,[],[],47.315166,-122.31809
2519,1459661086,[],[],47.578346,-122.297035
4171,1459557888,[],[],47.574116,-122.30892
2557,1459557788,[],[],47.472034,-122.2141
