shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon
SNDR_EV_NB_shp,88,47.972487,-122.226344
SNDR_EV_NB_shp,89,47.976081,-122.222046
SNDR_EV_NB_shp,90,47.976039,-122.222103
SNDR_EV_NB_shp,91,47.976081,-122.222046
SNDR_EV_NB_shp,92,47.976081,-122.222046
SNDR_EV_NB_shp,93,47.979378,-122.217588
SNDR_EV_NB_shp,94,47.979880,-122.215943
SNDR_EV_NB_shp,95,47.979548,-122.199733
SNDR_EV_NB_shp,96,47.978712,-122.198744
SNDR_EV_NB_shp,97,47.973241,-122.196329
SNDR_EV_SB_shp,1,47.973698,-122.196530
SNDR_EV_SB_shp,2,47.978712,-122.198744
SNDR_EV_SB_shp,3,47.979548,-122.199733
SNDR_EV_SB_shp,4,47.979880,-122.215943
SNDR_EV_SB_shp,5,47.979378,-122.217588
SNDR_EV_SB_shp,6,47.976081,-122.222046
SNDR_EV_SB_shp,7,47.976039,-122.222103
SNDR_EV_SB_shp,8,47.972512,-122.226384
SNDR_EV_SB_shp,9,47.969829,-122.231615
SNDR_EV_SB_shp,10,47.965867,-122.237057
SNDR_EV_SB_shp,11,47.959659,-122.248470
SNDR_EV_SB_shp,12,47.958377,-122.253769
SNDR_EV_SB_shp,13,47.958154,-122.261978
SNDR_EV_SB_shp,14,47.957179,-122.266769
SNDR_EV_SB_shp,15,47.956489,-122.275584
SNDR_EV_SB_shp,16,47.955649,-122.279736
SNDR_EV_SB_shp,17,47.951576,-122.289668
SNDR_EV_SB_shp,18,47.947223,-122.304947
SNDR_EV_SB_shp,19,47.945523,-122.307195
SNDR_EV_SB_shp,20,47.941322,-122.309199
SNDR_EV_SB_shp,21,47.941012,-122.309348
SNDR_EV_SB_shp,22,47.937171,-122.310324
SNDR_EV_SB_shp,23,47.929375,-122.309007
SNDR_EV_SB_shp,24,47.926535,-122.309323
SNDR_EV_SB_shp,25,47.924366,-122.310535
SNDR_EV_SB_shp,26,47.914056,-122.320515
SNDR_EV_SB_shp,27,47.908930,-122.321856
SNDR_EV_SB_shp,28,47.905140,-122.324464
SNDR_EV_SB_shp,29,47.898655,-122.326888
SNDR_EV_SB_shp,30,47.893900,-122.327012
SNDR_EV_SB_shp,31,47.880782,-122.332731
SNDR_EV_SB_shp,32,47.879070,-122.332326
SNDR_EV_SB_shp,33,47.875655,-122.329763
SNDR_EV_SB_shp,34,47.869692,-122.329127
SNDR_EV_SB_shp,35,47.867266,-122.330349
SNDR_EV_SB_shp,36,47.864491,-122.333174
SNDR_EV_SB_shp,37,47.861460,-122.334709
SNDR_EV_SB_shp,38,47.855823,-122.334342
SNDR_EV_SB_shp,39,47.851286,-122.335933
SNDR_EV_SB_shp,40,47.846543,-122.339851
SNDR_EV_SB_shp,41,47.843517,-122.343774
SNDR_EV_SB_shp,42,47.842295,-122.346320
SNDR_EV_SB_shp,43,47.841469,-122.350924
SNDR_EV_SB_shp,44,47.840141,-122.353459
SNDR_EV_SB_shp,45,47.820695,-122.374791
SNDR_EV_SB_shp,46,47.814172,-122.380739
SNDR_EV_SB_shp,47,47.804288,-122.393402
SNDR_EV_SB_shp,48,47.802821,-122.394486
SNDR_EV_SB_shp,49,47.801403,-122.394400
SNDR_EV_SB_shp,50,47.796588,-122.391900
SNDR_EV_SB_shp,51,47.789173,-122.390633
SNDR_EV_SB_shp,52,47.785424,-122.390568
SNDR_EV_SB_shp,53,47.779707,-122.393680
SNDR_EV_SB_shp,54,47.771427,-122.392349
SNDR_EV_SB_shp,55,47.769981,-122.391493
SNDR_EV_SB_shp,56,47.765133,-122.385633
SNDR_EV_SB_shp,57,47.758641,-122.379631
SNDR_EV_SB_shp,58,47.756615,-122.379456
SNDR_EV_SB_shp,59,47.753394,-122.381150
SNDR_EV_SB_shp,60,47.747927,-122.382244
SNDR_EV_SB_shp,61,47.739666,-122.376771
SNDR_EV_SB_shp,62,47.731846,-122.373579
SNDR_EV_SB_shp,63,47.727285,-122.373261
SNDR_EV_SB_shp,64,47.722066,-122.376003
SNDR_EV_SB_shp,65,47.717172,-122.375939
SNDR_EV_SB_shp,66,47.712293,-122.379429
SNDR_EV_SB_shp,67,47.707925,-122.380926
SNDR_EV_SB_shp,68,47.703454,-122.387393
SNDR_EV_SB_shp,69,47.698564,-122.400368
SNDR_EV_SB_shp,70,47.696342,-122.403456
SNDR_EV_SB_shp,71,47.694619,-122.403863
SNDR_EV_SB_shp,72,47.689555,-122.402064
SNDR_EV_SB_shp,73,47.684156,-122.402332
SNDR_EV_SB_shp,74,47.678405,-122.404995
SNDR_EV_SB_shp,75,47.675867,-122.405429
SNDR_EV_SB_shp,76,47.672873,-122.405125
SNDR_EV_SB_shp,77,47.668939,-122.402450
SNDR_EV_SB_shp,78,47.664628,-122.401320
SNDR_EV_SB_shp,79,47.663780,-122.400075
SNDR_EV_SB_shp,80,47.660806,-122.391946
SNDR_EV_SB_shp,81,47.654444,-122.384091
SNDR_EV_SB_shp,82,47.652092,-122.381727
SNDR_EV_SB_shp,83,47.650276,-122.380869
SNDR_EV_SB_shp,84,47.635518,-122.380536
SNDR_EV_SB_shp,85,47.634361,-122.379894
SNDR_EV_SB_shp,86,47.632516,-122.377580
SNDR_EV_SB_shp,87,47.616177,-122.356433
SNDR_EV_SB_shp,88,47.613127,-122.351381
SNDR_EV_SB_shp,89,47.609716,-122.344169
SNDR_EV_SB_shp,90,47.606541,-122.333513
SNDR_EV_SB_shp,91,47.602078,-122.329409
SNDR_EV_SB_shp,92,47.600131,-122.329260
SNDR_EV_SB_shp,93,47.597564,-122.329513
SNDR_TL_NBLW_shp,1,47.153189,-122.499103
SNDR_TL_NBLW_shp,2,47.155073,-122.496039
SNDR_TL_NBLW_shp,3,47.156122,-122.495221
SNDR_TL_NBLW_shp,4,47.168446,-122.493142
SNDR_TL_NBLW_shp,5,47.191086,-122.485199
SNDR_TL_NBLW_shp,6,47.195239,-122.484825
SNDR_TL_NBLW_shp,7,47.219238,-122.486938
SNDR_TL_NBLW_shp,8,47.223016,-122.485649
SNDR_TL_NBLW_shp,9,47.224959,-122.483588
SNDR_TL_NBLW_shp,10,47.229824,-122.476310
SNDR_TL_NBLW_shp,11,47.231702,-122.472530
SNDR_TL_NBLW_shp,12,47.233505,-122.462663
SNDR_TL_NBLW_shp,13,47.231755,-122.449337
SNDR_TL_NBLW_shp,14,47.231946,-122.446483
SNDR_TL_NBLW_shp,15,47.233582,-122.443355
SNDR_TL_NBLW_shp,16,47.234864,-122.439466
SNDR_TL_NBLW_shp,17,47.238601,-122.434147
SNDR_TL_NBLW_shp,18,47.239318,-122.429008
SNDR_TL_NBLW_shp,19,47.239308,-122.428970
SNDR_TL_NBLW_shp,20,47.241181,-122.411559
SNDR_TL_NBLW_shp,21,47.240478,-122.404324
SNDR_TL_NBLW_shp,22,47.240064,-122.401390
SNDR_TL_NBLW_shp,23,47.239645,-122.399183
SNDR_TL_NBLW_shp,24,47.239369,-122.398123
SNDR_TL_NBLW_shp,25,47.239107,-122.397567
SNDR_TL_NBLW_shp,26,47.238735,-122.397005
SNDR_TL_NBLW_shp,27,47.238507,-122.396757
SNDR_TL_NBLW_shp,28,47.238069,-122.396457
SNDR_TL_NBLW_shp,29,47.237701,-122.396288
SNDR_TL_NBLW_shp,30,47.236846,-122.396051
SNDR_TL_NBLW_shp,31,47.234384,-122.395381
SNDR_TL_NBLW_shp,32,47.233626,-122.395200
SNDR_TL_NBLW_shp,33,47.233161,-122.395005
SNDR_TL_NBLW_shp,34,47.233018,-122.394918
SNDR_TL_NBLW_shp,35,47.232529,-122.394587
SNDR_TL_NBLW_shp,36,47.231905,-122.394025
SNDR_TL_NBLW_shp,37,47.231572,-122.393563
SNDR_TL_NBLW_shp,38,47.231371,-122.393277
SNDR_TL_NBLW_shp,39,47.231120,-122.392810
SNDR_TL_NBLW_shp,40,47.230751,-122.391840
SNDR_TL_NBLW_shp,41,47.230510,-122.390860
SNDR_TL_NBLW_shp,42,47.230047,-122.388296
SNDR_TL_NBLW_shp,43,47.229943,-122.387599
SNDR_TL_NBLW_shp,44,47.229819,-122.386901
SNDR_TL_NBLW_shp,45,47.229583,-122.386163
SNDR_TL_NBLW_shp,46,47.229429,-122.385773
SNDR_TL_NBLW_shp,47,47.229102,-122.385161
SNDR_TL_NBLW_shp,48,47.228840,-122.384820
SNDR_TL_NBLW_shp,49,47.228318,-122.384292
SNDR_TL_NBLW_shp,50,47.228028,-122.384102
SNDR_TL_NBLW_shp,51,47.227073,-122.383659
SNDR_TL_NBLW_shp,52,47.225141,-122.382870
SNDR_TL_NBLW_shp,53,47.224411,-122.382554
SNDR_TL_NBLW_shp,54,47.223590,-122.382093
SNDR_TL_NBLW_shp,55,47.223087,-122.381633
SNDR_TL_NBLW_shp,56,47.222810,-122.381292
SNDR_TL_NBLW_shp,57,47.222487,-122.380853
SNDR_TL_NBLW_shp,58,47.222186,-122.380286
SNDR_TL_NBLW_shp,59,47.220738,-122.377181
SNDR_TL_NBLW_shp,60,47.218882,-122.373098
SNDR_TL_NBLW_shp,61,47.217759,-122.370682
SNDR_TL_NBLW_shp,62,47.216912,-122.369061
SNDR_TL_NBLW_shp,63,47.216050,-122.367879
SNDR_TL_NBLW_shp,64,47.202825,-122.350156
SNDR_TL_NBLW_shp,65,47.202340,-122.349221
SNDR_TL_NBLW_shp,66,47.202008,-122.348225
SNDR_TL_NBLW_shp,67,47.201691,-122.346602
SNDR_TL_NBLW_shp,68,47.200926,-122.342313
SNDR_TL_NBLW_shp,69,47.200157,-122.337985
SNDR_TL_NBLW_shp,70,47.199310,-122.333218
SNDR_TL_NBLW_shp,71,47.198177,-122.326837
SNDR_TL_NBLW_shp,72,47.196844,-122.319230
SNDR_TL_NBLW_shp,73,47.196040,-122.314668
SNDR_TL_NBLW_shp,74,47.194878,-122.308099
SNDR_TL_NBLW_shp,75,47.193519,-122.300364
SNDR_TL_NBLW_shp,76,47.192107,-122.292356
SNDR_TL_NBLW_shp,77,47.189542,-122.277992
SNDR_TL_NBLW_shp,78,47.188258,-122.270727
SNDR_TL_NBLW_shp,79,47.187829,-122.268204
SNDR_TL_NBLW_shp,80,47.187752,-122.267246
SNDR_TL_NBLW_shp,81,47.187688,-122.266196
SNDR_TL_NBLW_shp,82,47.187713,-122.264637
SNDR_TL_NBLW_shp,83,47.187840,-122.263600
SNDR_TL_NBLW_shp,84,47.188001,-122.262647
SNDR_TL_NBLW_shp,85,47.188486,-122.260881
SNDR_TL_NBLW_shp,86,47.188884,-122.259837
SNDR_TL_NBLW_shp,87,47.189386,-122.258787
SNDR_TL_NBLW_shp,88,47.190124,-122.257587
SNDR_TL_NBLW_shp,89,47.192644,-122.254669
SNDR_TL_NBLW_shp,90,47.194403,-122.252639
SNDR_TL_NBLW_shp,91,47.197139,-122.249476
SNDR_TL_NBLW_shp,92,47.201925,-122.243988
SNDR_TL_NBLW_shp,93,47.207858,-122.237195
SNDR_TL_NBLW_shp,94,47.214441,-122.229653
SNDR_TL_NBLW_shp,95,47.215092,-122.229024
SNDR_TL_NBLW_shp,96,47.215606,-122.228585
SNDR_TL_NBLW_shp,97,47.216181,-122.228194
SNDR_TL_NBLW_shp,98,47.217158,-122.227737
SNDR_TL_NBLW_shp,99,47.217780,-122.227526
SNDR_TL_NBLW_shp,100,47.219023,-122.227326
SNDR_TL_NBLW_shp,101,47.219640,-122.227343
SNDR_TL_NBLW_shp,102,47.221981,-122.227465
SNDR_TL_NBLW_shp,103,47.223866,-122.227591
SNDR_TL_NBLW_shp,104,47.225935,-122.227714
SNDR_TL_NBLW_shp,106,47.229094,-122.227866
SNDR_TL_NBLW_shp,107,47.233648,-122.228138
SNDR_TL_NBLW_shp,108,47.237623,-122.228357
SNDR_TL_NBLW_shp,109,47.241233,-122.228543
SNDR_TL_NBLW_shp,110,47.244206,-122.228728
SNDR_TL_NBLW_shp,111,47.248356,-122.228937
SNDR_TL_NBLW_shp,112,47.250949,-122.229104
SNDR_TL_NBLW_shp,113,47.256300,-122.229382
SNDR_TL_NBLW_shp,114,47.261266,-122.229688
SNDR_TL_NBLW_shp,115,47.268224,-122.230063
SNDR_TL_NBLW_shp,116,47.271531,-122.230279
SNDR_TL_NBLW_shp,117,47.276836,-122.230557
SNDR_TL_NBLW_shp,118,47.280179,-122.230752
SNDR_TL_NBLW_shp,119,47.283783,-122.230961
SNDR_TL_NBLW_shp,120,47.285663,-122.231072
SNDR_TL_NBLW_shp,121,47.287214,-122.231151
SNDR_TL_NBLW_shp,122,47.288297,-122.231231
SNDR_TL_NBLW_shp,123,47.289314,-122.231284
SNDR_TL_NBLW_shp,124,47.290331,-122.231338
SNDR_TL_NBLW_shp,125,47.293320,-122.231495
SNDR_TL_NBLW_shp,126,47.295666,-122.231635
SNDR_TL_NBLW_shp,127,47.298424,-122.231780
SNDR_TL_NBLW_shp,128,47.300437,-122.231887
SNDR_TL_NBLW_shp,129,47.301572,-122.231947
SNDR_TL_NBLW_shp,130,47.302784,-122.232011
SNDR_TL_NBLW_shp,131,47.303678,-122.232058
SNDR_TL_NBLW_shp,132,47.304535,-122.232103
SNDR_TL_NBLW_shp,133,47.304905,-122.232123
SNDR_TL_NBLW_shp,134,47.305943,-122.232178
SNDR_TL_NBLW_shp,135,47.306405,-122.232182
SNDR_TL_NBLW_shp,136,47.306764,-122.232185
SNDR_TL_NBLW_shp,137,47.309683,-122.232214
SNDR_TL_NBLW_shp,138,47.313454,-122.232251
SNDR_TL_NBLW_shp,139,47.317740,-122.232292
SNDR_TL_NBLW_shp,140,47.320699,-122.232321
SNDR_TL_NBLW_shp,141,47.326084,-122.232373
SNDR_TL_NBLW_shp,142,47.331181,-122.232423
SNDR_TL_NBLW_shp,143,47.331772,-122.232429
SNDR_TL_NBLW_shp,144,47.339294,-122.232502
SNDR_TL_NBLW_shp,145,47.343287,-122.232541
SNDR_TL_NBLW_shp,146,47.346000,-122.232567
SNDR_TL_NBLW_shp,147,47.348851,-122.232595
SNDR_TL_NBLW_shp,148,47.352284,-122.232628
SNDR_TL_NBLW_shp,149,47.356009,-122.232664
SNDR_TL_NBLW_shp,150,47.360130,-122.232704
SNDR_TL_NBLW_shp,151,47.371388,-122.232814
SNDR_TL_NBLW_shp,152,47.378006,-122.232879
SNDR_TL_NBLW_shp,153,47.381782,-122.232915
SNDR_TL_NBLW_shp,154,47.390188,-122.232997
SNDR_TL_NBLW_shp,155,47.394431,-122.233060
SNDR_TL_NBLW_shp,156,47.396449,-122.233278
SNDR_TL_NBLW_shp,157,47.400418,-122.234007
SNDR_TL_NBLW_shp,158,47.402168,-122.234335
SNDR_TL_NBLW_shp,159,47.403519,-122.234588
SNDR_TL_NBLW_shp,160,47.404649,-122.234784
SNDR_TL_NBLW_shp,161,47.406015,-122.235040
SNDR_TL_NBLW_shp,162,47.409744,-122.235771
SNDR_TL_NBLW_shp,163,47.418258,-122.237278
SNDR_TL_NBLW_shp,164,47.422907,-122.238102
SNDR_TL_NBLW_shp,165,47.438370,-122.240842
SNDR_TL_NBLW_shp,166,47.463861,-122.240434
SNDR_TL_NBLW_shp,167,47.465778,-122.241563
SNDR_TL_NBLW_shp,168,47.477620,-122.253694
SNDR_TL_NBLW_shp,169,47.483389,-122.258183
SNDR_TL_NBLW_shp,170,47.487072,-122.263628
SNDR_TL_NBLW_shp,171,47.493469,-122.268403
SNDR_TL_NBLW_shp,172,47.501409,-122.277928
SNDR_TL_NBLW_shp,173,47.507441,-122.283849
SNDR_TL_NBLW_shp,174,47.518851,-122.290613
SNDR_TL_NBLW_shp,175,47.534380,-122.298328
SNDR_TL_NBLW_shp,176,47.546910,-122.313027
SNDR_TL_NBLW_shp,177,47.555670,-122.321921
SNDR_TL_NBLW_shp,178,47.563063,-122.331115
SNDR_TL_NBLW_shp,179,47.564656,-122.331621
SNDR_TL_NBLW_shp,180,47.586701,-122.331918
SNDR_TL_NBLW_shp,181,47.593593,-122.330183
SNDR_TL_NBLW_shp,182,47.595887,-122.329550
SNDR_TL_NBLW_shp,183,47.597686,-122.329358
SNDR_TL_NB_shp,1,47.239308,-122.428970
SNDR_TL_NB_shp,2,47.241181,-122.411559
SNDR_TL_NB_shp,3,47.240478,-122.404324
SNDR_TL_NB_shp,4,47.240064,-122.401390
SNDR_TL_NB_shp,5,47.239645,-122.399183
SNDR_TL_NB_shp,6,47.239369,-122.398123
SNDR_TL_NB_shp,7,47.239107,-122.397567
SNDR_TL_NB_shp,8,47.238735,-122.397005
SNDR_TL_NB_shp,9,47.238507,-122.396757
SNDR_TL_NB_shp,10,47.238069,-122.396457
SNDR_TL_NB_shp,11,47.237701,-122.396288
SNDR_TL_NB_shp,12,47.236846,-122.396051
SNDR_TL_NB_shp,13,47.234384,-122.395381
SNDR_TL_NB_shp,14,47.233626,-122.395200
SNDR_TL_NB_shp,15,47.233161,-122.395005
SNDR_TL_NB_shp,16,47.233018,-122.394918
SNDR_TL_NB_shp,17,47.232529,-122.394587
SNDR_TL_NB_shp,18,47.231905,-122.394025
SNDR_TL_NB_shp,19,47.231572,-122.393563
SNDR_TL_NB_shp,20,47.231371,-122.393277
SNDR_TL_NB_shp,21,47.231120,-122.392810
SNDR_TL_NB_shp,22,47.230751,-122.391840
SNDR_TL_NB_shp,23,47.230510,-122.390860
SNDR_TL_NB_shp,24,47.230047,-122.388296
SNDR_TL_NB_shp,25,47.229943,-122.387599
SNDR_TL_NB_shp,26,47.229819,-122.386901
SNDR_TL_NB_shp,27,47.229583,-122.386163
SNDR_TL_NB_shp,28,47.229429,-122.385773
SNDR_TL_NB_shp,29,47.229102,-122.385161
SNDR_TL_NB_shp,30,47.228840,-122.384820
SNDR_TL_NB_shp,31,47.228318,-122.384292
SNDR_TL_NB_shp,32,47.228028,-122.384102
SNDR_TL_NB_shp,33,47.227073,-122.383659
SNDR_TL_NB_shp,34,47.225141,-122.382870
SNDR_TL_NB_shp,35,47.224411,-122.382554
SNDR_TL_NB_shp,36,47.223590,-122.382093
SNDR_TL_NB_shp,37,47.223087,-122.381633
SNDR_TL_NB_shp,38,47.222810,-122.381292
SNDR_TL_NB_shp,39,47.222487,-122.380853
SNDR_TL_NB_shp,40,47.222186,-122.380286
SNDR_TL_NB_shp,41,47.220738,-122.377181
SNDR_TL_NB_shp,42,47.218882,-122.373098
SNDR_TL_NB_shp,43,47.217759,-122.370682
SNDR_TL_NB_shp,44,47.216912,-122.369061
SNDR_TL_NB_shp,45,47.216050,-122.367879
SNDR_TL_NB_shp,46,47.202825,-122.350156
SNDR_TL_NB_shp,47,47.202340,-122.349221
SNDR_TL_NB_shp,48,47.202008,-122.348225
SNDR_TL_NB_shp,49,47.201691,-122.346602
SNDR_TL_NB_shp,50,47.200926,-122.342313
SNDR_TL_NB_shp,51,47.200157,-122.337985
SNDR_TL_NB_shp,52,47.199310,-122.333218
SNDR_TL_NB_shp,53,47.198177,-122.326837
SNDR_TL_NB_shp,54,47.196844,-122.319230
SNDR_TL_NB_shp,55,47.196040,-122.314668
SNDR_TL_NB_shp,56,47.194878,-122.308099
SNDR_TL_NB_shp,57,47.193519,-122.300364
SNDR_TL_NB_shp,58,47.192107,-122.292356
SNDR_TL_NB_shp,59,47.189542,-122.277992
SNDR_TL_NB_shp,60,47.188258,-122.270727
SNDR_TL_NB_shp,61,47.187829,-122.268204
SNDR_TL_NB_shp,62,47.187752,-122.267246
SNDR_TL_NB_shp,63,47.187688,-122.266196
SNDR_TL_NB_shp,64,47.187713,-122.264637
SNDR_TL_NB_shp,65,47.187840,-122.263600
SNDR_TL_NB_shp,66,47.188001,-122.262647
SNDR_TL_NB_shp,67,47.188486,-122.260881
SNDR_TL_NB_shp,68,47.188884,-122.259837
SNDR_TL_NB_shp,69,47.189386,-122.258787
SNDR_TL_NB_shp,70,47.190124,-122.257587
SNDR_TL_NB_shp,71,47.192644,-122.254669
SNDR_TL_NB_shp,72,47.194403,-122.252639
SNDR_TL_NB_shp,73,47.197139,-122.249476
SNDR_TL_NB_shp,74,47.201925,-122.243988
SNDR_TL_NB_shp,75,47.207858,-122.237195
SNDR_TL_NB_shp,76,47.214441,-122.229653
SNDR_TL_NB_shp,77,47.215092,-122.229024
SNDR_TL_NB_shp,78,47.215606,-122.228585
SNDR_TL_NB_shp,79,47.216181,-122.228194
SNDR_TL_NB_shp,80,47.217158,-122.227737
SNDR_TL_NB_shp,81,47.217780,-122.227526
SNDR_TL_NB_shp,82,47.219023,-122.227326
SNDR_TL_NB_shp,83,47.219640,-122.227343
SNDR_TL_NB_shp,84,47.221981,-122.227465
SNDR_TL_NB_shp,85,47.223866,-122.227591
SNDR_TL_NB_shp,86,47.225935,-122.227714
SNDR_TL_NB_shp,87,47.229094,-122.227866
SNDR_TL_NB_shp,88,47.233648,-122.228138
SNDR_TL_NB_shp,89,47.237623,-122.228357
SNDR_TL_NB_shp,90,47.241233,-122.228543
SNDR_TL_NB_shp,91,47.244206,-122.228728
SNDR_TL_NB_shp,92,47.248356,-122.228937
SNDR_TL_NB_shp,93,47.250949,-122.229104
SNDR_TL_NB_shp,94,47.256300,-122.229382
SNDR_TL_NB_shp,95,47.261266,-122.229688
SNDR_TL_NB_shp,96,47.268224,-122.230063
SNDR_TL_NB_shp,97,47.271531,-122.230279
SNDR_TL_NB_shp,98,47.276836,-122.230557
SNDR_TL_NB_shp,99,47.280179,-122.230752
SNDR_TL_NB_shp,100,47.283783,-122.230961
SNDR_TL_NB_shp,101,47.285663,-122.231072
SNDR_TL_NB_shp,102,47.287214,-122.231151
SNDR_TL_NB_shp,103,47.288297,-122.231231
SNDR_TL_NB_shp,104,47.289314,-122.231284
SNDR_TL_NB_shp,105,47.290331,-122.231338
SNDR_TL_NB_shp,106,47.293320,-122.231495
SNDR_TL_NB_shp,107,47.295666,-122.231635
SNDR_TL_NB_shp,108,47.298424,-122.231780
SNDR_TL_NB_shp,109,47.300437,-122.231887
SNDR_TL_NB_shp,110,47.301572,-122.231947
SNDR_TL_NB_shp,111,47.302784,-122.232011
SNDR_TL_NB_shp,112,47.303678,-122.232058
SNDR_TL_NB_shp,113,47.304535,-122.232103
SNDR_TL_NB_shp,114,47.304905,-122.232123
SNDR_TL_NB_shp,115,47.305943,-122.232178
SNDR_TL_NB_shp,116,47.306405,-122.232182
SNDR_TL_NB_shp,117,47.306764,-122.232185
SNDR_TL_NB_shp,118,47.309683,-122.232214
SNDR_TL_NB_shp,119,47.313454,-122.232251
SNDR_TL_NB_shp,120,47.317740,-122.232292
SNDR_TL_NB_shp,121,47.320699,-122.232321
SNDR_TL_NB_shp,122,47.326084,-122.232373
SNDR_TL_NB_shp,123,47.331181,-122.232423
SNDR_TL_NB_shp,124,47.331772,-122.232429
SNDR_TL_NB_shp,125,47.339294,-122.232502
SNDR_TL_NB_shp,126,47.343287,-122.232541
SNDR_TL_NB_shp,127,47.346000,-122.232567
SNDR_TL_NB_shp,128,47.348851,-122.232595
SNDR_TL_NB_shp,129,47.352284,-122.232628
SNDR_TL_NB_shp,130,47.356009,-122.232664
